dataset,object,descriptor,category,distanceFunction,similarity
OverlappingObjects,0421,SI,15.1-25.0,Pearson,0.714039
OverlappingObjects,0422,SI,15.1-25.0,Cosine,0.689527
OverlappingObjects,0422,SI,15.1-25.0,Pearson,0.608031
OverlappingObjects,0423,SI,15.1-25.0,Cosine,0.401452
OverlappingObjects,0423,SI,15.1-25.0,Pearson,0.734084
OverlappingObjects,0424,SI,15.1-25.0,Cosine,0.629533
OverlappingObjects,0424,SI,15.1-25.0,Pearson,0.630840
OverlappingObjects,0425,SI,15.1-25.0,Cosine,0.624320
OverlappingObjects,0425,SI,15.1-25.0,Pearson,0.628464
OverlappingObjects,0426,SI,15.1-25.0,Cosine,0.639914
OverlappingObjects,0426,SI,15.1-25.0,Pearson,0.625535
OverlappingObjects,0427,SI,15.1-25.0,Cosine,0.623851
OverlappingObjects,0427,SI,15.1-25.0,Pearson,0.629362
OverlappingObjects,0428,SI,15.1-25.0,Cosine,0.642849
OverlappingObjects,0428,SI,15.1-25.0,Pearson,0.620062
OverlappingObjects,0429,SI,15.1-25.0,Cosine,0.459611
OverlappingObjects,0429,SI,15.1-25.0,Pearson,0.699637
OverlappingObjects,0430,SI,15.1-25.0,Cosine,0.585964
OverlappingObjects,0430,SI,15.1-25.0,Pearson,0.645663
OverlappingObjects,0431,SI,15.1-25.0,Cosine,0.571970
OverlappingObjects,0431,SI,15.1-25.0,Pearson,0.655810
OverlappingObjects,0432,SI,15.1-25.0,Cosine,0.591069
OverlappingObjects,0432,SI,15.1-25.0,Pearson,0.646889
OverlappingObjects,0433,SI,15.1-25.0,Cosine,0.741693
OverlappingObjects,0433,SI,15.1-25.0,Pearson,0.580147
OverlappingObjects,0434,SI,15.1-25.0,Cosine,0.500140
OverlappingObjects,0434,SI,15.1-25.0,Pearson,0.683910
OverlappingObjects,0435,SI,15.1-25.0,Cosine,0.586413
OverlappingObjects,0435,SI,15.1-25.0,Pearson,0.642330
OverlappingObjects,0436,SI,15.1-25.0,Cosine,0.734737
OverlappingObjects,0436,SI,15.1-25.0,Pearson,0.582597
OverlappingObjects,0437,SI,15.1-25.0,Cosine,0.691114
OverlappingObjects,0437,SI,15.1-25.0,Pearson,0.602117
OverlappingObjects,0438,SI,15.1-25.0,Cosine,0.637965
OverlappingObjects,0438,SI,15.1-25.0,Pearson,0.625525
OverlappingObjects,0439,SI,15.1-25.0,Cosine,0.667463
OverlappingObjects,0439,SI,15.1-25.0,Pearson,0.609618
OverlappingObjects,0440,SI,15.1-25.0,Cosine,0.705032
OverlappingObjects,0440,SI,15.1-25.0,Pearson,0.594692
OverlappingObjects,0441,SI,15.1-25.0,Cosine,0.445247
OverlappingObjects,0441,SI,15.1-25.0,Pearson,0.713211
OverlappingObjects,0442,SI,15.1-25.0,Cosine,0.490848
OverlappingObjects,0442,SI,15.1-25.0,Pearson,0.682770
OverlappingObjects,0443,SI,15.1-25.0,Cosine,0.601670
OverlappingObjects,0443,SI,15.1-25.0,Pearson,0.635147
OverlappingObjects,0444,SI,15.1-25.0,Cosine,0.708812
OverlappingObjects,0444,SI,15.1-25.0,Pearson,0.594782
OverlappingObjects,0445,SI,15.1-25.0,Cosine,0.729251
OverlappingObjects,0445,SI,15.1-25.0,Pearson,0.585577
OverlappingObjects,0446,SI,15.1-25.0,Cosine,0.606968
OverlappingObjects,0446,SI,15.1-25.0,Pearson,0.636407
OverlappingObjects,0447,SI,15.1-25.0,Cosine,0.685470
OverlappingObjects,0447,SI,15.1-25.0,Pearson,0.607665
OverlappingObjects,0448,SI,15.1-25.0,Cosine,0.709590
OverlappingObjects,0448,SI,15.1-25.0,Pearson,0.594431
OverlappingObjects,0449,SI,15.1-25.0,Cosine,0.688603
OverlappingObjects,0449,SI,15.1-25.0,Pearson,0.603615
OverlappingObjects,0450,SI,15.1-25.0,Cosine,0.609270
OverlappingObjects,0450,SI,15.1-25.0,Pearson,0.633555
OverlappingObjects,0451,SI,15.1-25.0,Cosine,0.475346
OverlappingObjects,0451,SI,15.1-25.0,Pearson,0.693366
OverlappingObjects,0452,SI,15.1-25.0,Cosine,0.629997
OverlappingObjects,0452,SI,15.1-25.0,Pearson,0.625819
OverlappingObjects,0453,SI,15.1-25.0,Cosine,0.729431
OverlappingObjects,0453,SI,15.1-25.0,Pearson,0.585272
OverlappingObjects,0454,SI,15.1-25.0,Cosine,0.646205
OverlappingObjects,0454,SI,15.1-25.0,Pearson,0.615580
OverlappingObjects,0455,SI,15.1-25.0,Cosine,0.415085
OverlappingObjects,0455,SI,15.1-25.0,Pearson,0.726317
OverlappingObjects,0456,SI,15.1-25.0,Cosine,0.536508
OverlappingObjects,0456,SI,15.1-25.0,Pearson,0.662492
OverlappingObjects,0457,SI,15.1-25.0,Cosine,0.500464
OverlappingObjects,0457,SI,15.1-25.0,Pearson,0.679817
OverlappingObjects,0458,SI,15.1-25.0,Cosine,0.610933
OverlappingObjects,0458,SI,15.1-25.0,Pearson,0.638745
OverlappingObjects,0459,SI,15.1-25.0,Cosine,0.685203
OverlappingObjects,0459,SI,15.1-25.0,Pearson,0.603010
OverlappingObjects,0460,SI,15.1-25.0,Cosine,0.636677
OverlappingObjects,0460,SI,15.1-25.0,Pearson,0.621211
OverlappingObjects,0461,SI,15.1-25.0,Cosine,0.677365
OverlappingObjects,0461,SI,15.1-25.0,Pearson,0.604795
OverlappingObjects,0462,SI,15.1-25.0,Cosine,0.669359
OverlappingObjects,0462,SI,15.1-25.0,Pearson,0.608658
OverlappingObjects,0463,SI,15.1-25.0,Cosine,0.757937
OverlappingObjects,0463,SI,15.1-25.0,Pearson,0.574883
OverlappingObjects,0464,SI,15.1-25.0,Cosine,0.728650
OverlappingObjects,0464,SI,15.1-25.0,Pearson,0.585822
OverlappingObjects,0465,SI,15.1-25.0,Cosine,0.715234
OverlappingObjects,0465,SI,15.1-25.0,Pearson,0.592872
OverlappingObjects,0466,SI,15.1-25.0,Cosine,0.734400
OverlappingObjects,0466,SI,15.1-25.0,Pearson,0.584092
OverlappingObjects,0467,SI,15.1-25.0,Cosine,0.672962
OverlappingObjects,0467,SI,15.1-25.0,Pearson,0.610419
OverlappingObjects,0468,SI,15.1-25.0,Cosine,0.675409
OverlappingObjects,0468,SI,15.1-25.0,Pearson,0.606021
OverlappingObjects,0469,SI,15.1-25.0,Cosine,0.685170
OverlappingObjects,0469,SI,15.1-25.0,Pearson,0.601720
OverlappingObjects,0470,SI,15.1-25.0,Cosine,0.683491
OverlappingObjects,0470,SI,15.1-25.0,Pearson,0.604283
OverlappingObjects,0471,SI,15.1-25.0,Cosine,0.674601
OverlappingObjects,0471,SI,15.1-25.0,Pearson,0.607221
OverlappingObjects,0472,SI,15.1-25.0,Cosine,0.702835
OverlappingObjects,0472,SI,15.1-25.0,Pearson,0.594932
OverlappingObjects,0473,SI,15.1-25.0,Cosine,0.425279
OverlappingObjects,0473,SI,15.1-25.0,Pearson,0.712873
OverlappingObjects,0474,SI,15.1-25.0,Cosine,0.587933
OverlappingObjects,0474,SI,15.1-25.0,Pearson,0.644029
OverlappingObjects,0475,SI,15.1-25.0,Cosine,0.527135
OverlappingObjects,0475,SI,15.1-25.0,Pearson,0.679011
OverlappingObjects,0476,SI,15.1-25.0,Cosine,0.510342
OverlappingObjects,0476,SI,15.1-25.0,Pearson,0.684232
OverlappingObjects,0477,SI,15.1-25.0,Cosine,0.487276
OverlappingObjects,0477,SI,15.1-25.0,Pearson,0.686857
OverlappingObjects,0478,SI,15.1-25.0,Cosine,0.402026
OverlappingObjects,0478,SI,15.1-25.0,Pearson,0.734182
OverlappingObjects,0479,SI,15.1-25.0,Cosine,0.536041
OverlappingObjects,0479,SI,15.1-25.0,Pearson,0.668274
OverlappingObjects,0480,SI,15.1-25.0,Cosine,0.662884
OverlappingObjects,0480,SI,15.1-25.0,Pearson,0.618880
OverlappingObjects,0481,SI,15.1-25.0,Cosine,0.509974
OverlappingObjects,0481,SI,15.1-25.0,Pearson,0.678543
OverlappingObjects,0482,SI,15.1-25.0,Cosine,0.644464
OverlappingObjects,0482,SI,15.1-25.0,Pearson,0.623679
OverlappingObjects,0483,SI,15.1-25.0,Cosine,0.579118
OverlappingObjects,0483,SI,15.1-25.0,Pearson,0.650256
OverlappingObjects,0484,SI,15.1-25.0,Cosine,0.552878
OverlappingObjects,0484,SI,15.1-25.0,Pearson,0.665853
OverlappingObjects,0485,SI,15.1-25.0,Cosine,0.611364
OverlappingObjects,0485,SI,15.1-25.0,Pearson,0.634907
OverlappingObjects,0486,SI,15.1-25.0,Cosine,0.621199
OverlappingObjects,0486,SI,15.1-25.0,Pearson,0.636133
OverlappingObjects,0487,SI,15.1-25.0,Cosine,0.487756
OverlappingObjects,0487,SI,15.1-25.0,Pearson,0.683350
OverlappingObjects,0488,SI,15.1-25.0,Cosine,0.548750
OverlappingObjects,0488,SI,15.1-25.0,Pearson,0.658115
OverlappingObjects,0489,SI,15.1-25.0,Cosine,0.622025
OverlappingObjects,0489,SI,15.1-25.0,Pearson,0.632366
OverlappingObjects,0490,SI,15.1-25.0,Cosine,0.570449
OverlappingObjects,0490,SI,15.1-25.0,Pearson,0.652134
OverlappingObjects,0491,SI,15.1-25.0,Cosine,0.577853
OverlappingObjects,0491,SI,15.1-25.0,Pearson,0.651826
OverlappingObjects,0492,SI,15.1-25.0,Cosine,0.378721
OverlappingObjects,0492,SI,15.1-25.0,Pearson,0.746393
OverlappingObjects,0493,SI,15.1-25.0,Cosine,0.500351
OverlappingObjects,0493,SI,15.1-25.0,Pearson,0.697132
OverlappingObjects,0494,SI,15.1-25.0,Cosine,0.521945
OverlappingObjects,0494,SI,15.1-25.0,Pearson,0.684739
OverlappingObjects,0495,SI,15.1-25.0,Cosine,0.627350
OverlappingObjects,0495,SI,15.1-25.0,Pearson,0.624538
OverlappingObjects,0496,SI,15.1-25.0,Cosine,0.529118
OverlappingObjects,0496,SI,15.1-25.0,Pearson,0.673810
OverlappingObjects,0497,SI,15.1-25.0,Cosine,0.469624
OverlappingObjects,0497,SI,15.1-25.0,Pearson,0.710884
OverlappingObjects,0498,SI,15.1-25.0,Cosine,0.646851
OverlappingObjects,0498,SI,15.1-25.0,Pearson,0.616894
OverlappingObjects,0499,SI,15.1-25.0,Cosine,0.313933
OverlappingObjects,0499,SI,15.1-25.0,Pearson,0.782316
OverlappingObjects,0500,SI,15.1-25.0,Cosine,0.723712
OverlappingObjects,0500,SI,15.1-25.0,Pearson,0.588370
OverlappingObjects,0501,SI,15.1-25.0,Cosine,0.602638
OverlappingObjects,0501,SI,15.1-25.0,Pearson,0.642858
OverlappingObjects,0502,SI,15.1-25.0,Cosine,0.475423
OverlappingObjects,0502,SI,15.1-25.0,Pearson,0.691899
OverlappingObjects,0503,SI,15.1-25.0,Cosine,0.568248
OverlappingObjects,0503,SI,15.1-25.0,Pearson,0.653195
OverlappingObjects,0504,SI,15.1-25.0,Cosine,0.340317
OverlappingObjects,0504,SI,15.1-25.0,Pearson,0.760467
OverlappingObjects,0505,SI,15.1-25.0,Cosine,0.463163
OverlappingObjects,0505,SI,15.1-25.0,Pearson,0.698112
OverlappingObjects,0506,SI,15.1-25.0,Cosine,0.641228
OverlappingObjects,0506,SI,15.1-25.0,Pearson,0.617283
OverlappingObjects,0507,SI,15.1-25.0,Cosine,0.670666
OverlappingObjects,0507,SI,15.1-25.0,Pearson,0.608735
OverlappingObjects,0508,SI,15.1-25.0,Cosine,0.643142
OverlappingObjects,0508,SI,15.1-25.0,Pearson,0.623599
OverlappingObjects,0509,SI,15.1-25.0,Cosine,0.658477
OverlappingObjects,0509,SI,15.1-25.0,Pearson,0.612804
OverlappingObjects,0510,SI,15.1-25.0,Cosine,0.501038
OverlappingObjects,0510,SI,15.1-25.0,Pearson,0.690149
OverlappingObjects,0511,SI,15.1-25.0,Cosine,0.654593
OverlappingObjects,0511,SI,15.1-25.0,Pearson,0.615738
OverlappingObjects,0512,SI,15.1-25.0,Cosine,0.387161
OverlappingObjects,0512,SI,15.1-25.0,Pearson,0.741713
OverlappingObjects,0513,SI,15.1-25.0,Cosine,0.442807
OverlappingObjects,0513,SI,15.1-25.0,Pearson,0.711833
OverlappingObjects,0514,SI,15.1-25.0,Cosine,0.571141
OverlappingObjects,0514,SI,15.1-25.0,Pearson,0.656134
OverlappingObjects,0515,SI,15.1-25.0,Cosine,0.590285
OverlappingObjects,0515,SI,15.1-25.0,Pearson,0.646537
OverlappingObjects,0516,SI,15.1-25.0,Cosine,0.475336
OverlappingObjects,0516,SI,15.1-25.0,Pearson,0.696783
OverlappingObjects,0517,SI,15.1-25.0,Cosine,0.774696
OverlappingObjects,0517,SI,15.1-25.0,Pearson,0.569621
OverlappingObjects,0518,SI,15.1-25.0,Cosine,0.513342
OverlappingObjects,0518,SI,15.1-25.0,Pearson,0.678286
OverlappingObjects,0519,SI,15.1-25.0,Cosine,0.495299
OverlappingObjects,0519,SI,15.1-25.0,Pearson,0.709768
OverlappingObjects,0520,SI,15.1-25.0,Cosine,0.548054
OverlappingObjects,0520,SI,15.1-25.0,Pearson,0.658920
OverlappingObjects,0521,SI,15.1-25.0,Cosine,0.494216
OverlappingObjects,0521,SI,15.1-25.0,Pearson,0.690836
OverlappingObjects,0522,SI,15.1-25.0,Cosine,0.565134
OverlappingObjects,0522,SI,15.1-25.0,Pearson,0.661479
OverlappingObjects,0523,SI,15.1-25.0,Cosine,0.462623
OverlappingObjects,0523,SI,15.1-25.0,Pearson,0.703817
OverlappingObjects,0524,SI,15.1-25.0,Cosine,0.705910
OverlappingObjects,0524,SI,15.1-25.0,Pearson,0.595343
OverlappingObjects,0525,SI,15.1-25.0,Cosine,0.622649
OverlappingObjects,0525,SI,15.1-25.0,Pearson,0.627823
OverlappingObjects,0526,SI,15.1-25.0,Cosine,0.733375
OverlappingObjects,0526,SI,15.1-25.0,Pearson,0.584779
OverlappingObjects,0527,SI,15.1-25.0,Cosine,0.363186
OverlappingObjects,0527,SI,15.1-25.0,Pearson,0.755269
OverlappingObjects,0528,SI,15.1-25.0,Cosine,0.573852
OverlappingObjects,0528,SI,15.1-25.0,Pearson,0.653082
OverlappingObjects,0529,SI,15.1-25.0,Cosine,0.804256
OverlappingObjects,0529,SI,15.1-25.0,Pearson,0.558271
OverlappingObjects,0530,SI,15.1-25.0,Cosine,0.205300
OverlappingObjects,0530,SI,15.1-25.0,Pearson,0.841775
OverlappingObjects,0531,SI,15.1-25.0,Cosine,0.499096
OverlappingObjects,0531,SI,15.1-25.0,Pearson,0.683849
OverlappingObjects,0532,SI,15.1-25.0,Cosine,0.612252
OverlappingObjects,0532,SI,15.1-25.0,Pearson,0.636873
OverlappingObjects,0533,SI,15.1-25.0,Cosine,0.554320
OverlappingObjects,0533,SI,15.1-25.0,Pearson,0.659152
OverlappingObjects,0534,SI,15.1-25.0,Cosine,0.373625
OverlappingObjects,0534,SI,15.1-25.0,Pearson,0.750268
OverlappingObjects,0535,SI,15.1-25.0,Cosine,0.495151
OverlappingObjects,0535,SI,15.1-25.0,Pearson,0.692680
OverlappingObjects,0536,SI,15.1-25.0,Cosine,0.519145
OverlappingObjects,0536,SI,15.1-25.0,Pearson,0.677111
OverlappingObjects,0537,SI,15.1-25.0,Cosine,0.667871
OverlappingObjects,0537,SI,15.1-25.0,Pearson,0.611746
OverlappingObjects,0538,SI,15.1-25.0,Cosine,0.448888
OverlappingObjects,0538,SI,15.1-25.0,Pearson,0.701423
OverlappingObjects,0539,SI,15.1-25.0,Cosine,0.485217
OverlappingObjects,0539,SI,15.1-25.0,Pearson,0.690066
OverlappingObjects,0540,SI,15.1-25.0,Cosine,0.451551
OverlappingObjects,0540,SI,15.1-25.0,Pearson,0.706121
OverlappingObjects,0541,SI,15.1-25.0,Cosine,0.508709
OverlappingObjects,0541,SI,15.1-25.0,Pearson,0.686243
OverlappingObjects,0542,SI,15.1-25.0,Cosine,0.672774
OverlappingObjects,0542,SI,15.1-25.0,Pearson,0.607248
OverlappingObjects,0543,SI,15.1-25.0,Cosine,0.551396
OverlappingObjects,0543,SI,15.1-25.0,Pearson,0.666368
OverlappingObjects,0544,SI,15.1-25.0,Cosine,0.530372
OverlappingObjects,0544,SI,15.1-25.0,Pearson,0.668507
OverlappingObjects,0545,SI,15.1-25.0,Cosine,0.342950
OverlappingObjects,0545,SI,15.1-25.0,Pearson,0.762244
OverlappingObjects,0546,SI,15.1-25.0,Cosine,0.501213
OverlappingObjects,0546,SI,15.1-25.0,Pearson,0.678732
OverlappingObjects,0547,SI,15.1-25.0,Cosine,0.601757
OverlappingObjects,0547,SI,15.1-25.0,Pearson,0.638401
OverlappingObjects,0548,SI,15.1-25.0,Cosine,0.422747
OverlappingObjects,0548,SI,15.1-25.0,Pearson,0.724493
OverlappingObjects,0549,SI,15.1-25.0,Cosine,0.672340
OverlappingObjects,0549,SI,15.1-25.0,Pearson,0.611531
OverlappingObjects,0550,SI,15.1-25.0,Cosine,0.616969
OverlappingObjects,0550,SI,15.1-25.0,Pearson,0.629499
OverlappingObjects,0551,SI,15.1-25.0,Cosine,0.717414
OverlappingObjects,0551,SI,15.1-25.0,Pearson,0.590260
OverlappingObjects,0552,SI,15.1-25.0,Cosine,0.542183
OverlappingObjects,0552,SI,15.1-25.0,Pearson,0.663248
OverlappingObjects,0553,SI,15.1-25.0,Cosine,0.741503
OverlappingObjects,0553,SI,15.1-25.0,Pearson,0.581287
OverlappingObjects,0554,SI,15.1-25.0,Cosine,0.736640
OverlappingObjects,0554,SI,15.1-25.0,Pearson,0.582749
OverlappingObjects,0555,SI,15.1-25.0,Cosine,0.694945
OverlappingObjects,0555,SI,15.1-25.0,Pearson,0.599314
OverlappingObjects,0556,SI,15.1-25.0,Cosine,0.587508
OverlappingObjects,0556,SI,15.1-25.0,Pearson,0.647088
OverlappingObjects,0557,SI,15.1-25.0,Cosine,0.492620
OverlappingObjects,0557,SI,15.1-25.0,Pearson,0.700563
OverlappingObjects,0558,SI,15.1-25.0,Cosine,0.387383
OverlappingObjects,0558,SI,15.1-25.0,Pearson,0.735968
OverlappingObjects,0559,SI,15.1-25.0,Cosine,0.435563
OverlappingObjects,0559,SI,15.1-25.0,Pearson,0.715012
OverlappingObjects,0560,SI,15.1-25.0,Cosine,0.495950
OverlappingObjects,0560,SI,15.1-25.0,Pearson,0.684542
OverlappingObjects,0561,SI,15.1-25.0,Cosine,0.567177
OverlappingObjects,0561,SI,15.1-25.0,Pearson,0.652815
OverlappingObjects,0562,SI,15.1-25.0,Cosine,0.585436
OverlappingObjects,0562,SI,15.1-25.0,Pearson,0.641717
OverlappingObjects,0563,SI,15.1-25.0,Cosine,0.711741
OverlappingObjects,0563,SI,15.1-25.0,Pearson,0.592115
OverlappingObjects,0564,SI,15.1-25.0,Cosine,0.583226
OverlappingObjects,0564,SI,15.1-25.0,Pearson,0.642051
OverlappingObjects,0565,SI,15.1-25.0,Cosine,0.487222
OverlappingObjects,0565,SI,15.1-25.0,Pearson,0.689125
OverlappingObjects,0566,SI,15.1-25.0,Cosine,0.528962
OverlappingObjects,0566,SI,15.1-25.0,Pearson,0.673454
OverlappingObjects,0567,SI,15.1-25.0,Cosine,0.579441
OverlappingObjects,0567,SI,15.1-25.0,Pearson,0.646991
OverlappingObjects,0568,SI,15.1-25.0,Cosine,0.519670
OverlappingObjects,0568,SI,15.1-25.0,Pearson,0.679649
OverlappingObjects,0569,SI,15.1-25.0,Cosine,0.533833
OverlappingObjects,0569,SI,15.1-25.0,Pearson,0.670571
OverlappingObjects,0570,SI,15.1-25.0,Cosine,0.342034
OverlappingObjects,0570,SI,15.1-25.0,Pearson,0.765749
OverlappingObjects,0571,SI,15.1-25.0,Cosine,0.678127
OverlappingObjects,0571,SI,15.1-25.0,Pearson,0.606516
OverlappingObjects,0572,SI,15.1-25.0,Cosine,0.691032
OverlappingObjects,0572,SI,15.1-25.0,Pearson,0.601918
OverlappingObjects,0573,SI,15.1-25.0,Cosine,0.599954
OverlappingObjects,0573,SI,15.1-25.0,Pearson,0.636157
OverlappingObjects,0574,SI,15.1-25.0,Cosine,0.735870
OverlappingObjects,0574,SI,15.1-25.0,Pearson,0.585121
OverlappingObjects,0575,SI,15.1-25.0,Cosine,0.701507
OverlappingObjects,0575,SI,15.1-25.0,Pearson,0.598367
OverlappingObjects,0576,SI,15.1-25.0,Cosine,0.663713
OverlappingObjects,0576,SI,15.1-25.0,Pearson,0.612449
OverlappingObjects,0577,SI,15.1-25.0,Cosine,0.661579
OverlappingObjects,0577,SI,15.1-25.0,Pearson,0.612773
OverlappingObjects,0578,SI,15.1-25.0,Cosine,0.703295
OverlappingObjects,0578,SI,15.1-25.0,Pearson,0.597552
OverlappingObjects,0579,SI,15.1-25.0,Cosine,0.728281
OverlappingObjects,0579,SI,15.1-25.0,Pearson,0.586155
OverlappingObjects,0580,SI,15.1-25.0,Cosine,0.698509
OverlappingObjects,0580,SI,15.1-25.0,Pearson,0.597130
OverlappingObjects,0581,SI,15.1-25.0,Cosine,0.765062
OverlappingObjects,0581,SI,15.1-25.0,Pearson,0.571475
OverlappingObjects,0582,SI,15.1-25.0,Cosine,0.453249
OverlappingObjects,0582,SI,15.1-25.0,Pearson,0.703549
OverlappingObjects,0583,SI,15.1-25.0,Cosine,0.554138
OverlappingObjects,0583,SI,15.1-25.0,Pearson,0.665391
OverlappingObjects,0584,SI,15.1-25.0,Cosine,0.532741
OverlappingObjects,0584,SI,15.1-25.0,Pearson,0.661725
OverlappingObjects,0585,SI,15.1-25.0,Cosine,0.525637
OverlappingObjects,0585,SI,15.1-25.0,Pearson,0.665517
OverlappingObjects,0586,SI,15.1-25.0,Cosine,0.221105
OverlappingObjects,0586,SI,15.1-25.0,Pearson,0.838250
OverlappingObjects,0587,SI,15.1-25.0,Cosine,0.262254
OverlappingObjects,0587,SI,15.1-25.0,Pearson,0.811223
OverlappingObjects,0588,SI,15.1-25.0,Cosine,0.518926
OverlappingObjects,0588,SI,15.1-25.0,Pearson,0.677326
OverlappingObjects,0589,SI,15.1-25.0,Cosine,0.526385
OverlappingObjects,0589,SI,15.1-25.0,Pearson,0.676865
OverlappingObjects,0590,SI,15.1-25.0,Cosine,0.741869
OverlappingObjects,0590,SI,15.1-25.0,Pearson,0.580790
OverlappingObjects,0591,SI,15.1-25.0,Cosine,0.561359
OverlappingObjects,0591,SI,15.1-25.0,Pearson,0.654400
OverlappingObjects,0592,SI,15.1-25.0,Cosine,0.546737
OverlappingObjects,0592,SI,15.1-25.0,Pearson,0.670755
OverlappingObjects,0593,SI,15.1-25.0,Cosine,0.652254
OverlappingObjects,0593,SI,15.1-25.0,Pearson,0.616078
OverlappingObjects,0594,SI,15.1-25.0,Cosine,0.732897
OverlappingObjects,0594,SI,15.1-25.0,Pearson,0.587688
OverlappingObjects,0595,SI,15.1-25.0,Cosine,0.682012
OverlappingObjects,0595,SI,15.1-25.0,Pearson,0.605872
OverlappingObjects,0596,SI,15.1-25.0,Cosine,0.704250
OverlappingObjects,0596,SI,15.1-25.0,Pearson,0.595820
OverlappingObjects,0597,SI,15.1-25.0,Cosine,0.733863
OverlappingObjects,0597,SI,15.1-25.0,Pearson,0.584925
OverlappingObjects,0598,SI,15.1-25.0,Cosine,0.695035
OverlappingObjects,0598,SI,15.1-25.0,Pearson,0.601413
OverlappingObjects,0599,SI,15.1-25.0,Cosine,0.496727
OverlappingObjects,0599,SI,15.1-25.0,Pearson,0.681617
OverlappingObjects,0600,SI,15.1-25.0,Cosine,0.743254
OverlappingObjects,0600,SI,15.1-25.0,Pearson,0.580754
OverlappingObjects,0601,SI,15.1-25.0,Cosine,0.550432
OverlappingObjects,0601,SI,15.1-25.0,Pearson,0.662758
OverlappingObjects,0602,SI,15.1-25.0,Cosine,0.310500
OverlappingObjects,0602,SI,15.1-25.0,Pearson,0.777996
OverlappingObjects,0603,SI,15.1-25.0,Cosine,0.573723
OverlappingObjects,0603,SI,15.1-25.0,Pearson,0.644312
OverlappingObjects,0604,SI,15.1-25.0,Cosine,0.584174
OverlappingObjects,0604,SI,15.1-25.0,Pearson,0.650588
OverlappingObjects,0605,SI,15.1-25.0,Cosine,0.468017
OverlappingObjects,0605,SI,15.1-25.0,Pearson,0.692673
OverlappingObjects,0606,SI,15.1-25.0,Cosine,0.611655
OverlappingObjects,0606,SI,15.1-25.0,Pearson,0.635655
OverlappingObjects,0607,SI,15.1-25.0,Cosine,0.488874
OverlappingObjects,0607,SI,15.1-25.0,Pearson,0.682781
OverlappingObjects,0608,SI,15.1-25.0,Cosine,0.666033
OverlappingObjects,0608,SI,15.1-25.0,Pearson,0.613017
OverlappingObjects,0609,SI,15.1-25.0,Cosine,0.699453
OverlappingObjects,0609,SI,15.1-25.0,Pearson,0.601967
OverlappingObjects,0610,SI,15.1-25.0,Cosine,0.554627
OverlappingObjects,0610,SI,15.1-25.0,Pearson,0.659258
OverlappingObjects,0611,SI,15.1-25.0,Cosine,0.721870
OverlappingObjects,0611,SI,15.1-25.0,Pearson,0.592574
OverlappingObjects,0612,SI,15.1-25.0,Cosine,0.657185
OverlappingObjects,0612,SI,15.1-25.0,Pearson,0.615119
OverlappingObjects,0613,SI,15.1-25.0,Cosine,0.632910
OverlappingObjects,0613,SI,15.1-25.0,Pearson,0.626073
OverlappingObjects,0614,SI,15.1-25.0,Cosine,0.735123
OverlappingObjects,0614,SI,15.1-25.0,Pearson,0.587907
OverlappingObjects,0615,SI,15.1-25.0,Cosine,0.640480
OverlappingObjects,0615,SI,15.1-25.0,Pearson,0.624927
OverlappingObjects,0616,SI,15.1-25.0,Cosine,0.374953
OverlappingObjects,0616,SI,15.1-25.0,Pearson,0.746806
OverlappingObjects,0617,SI,15.1-25.0,Cosine,0.333035
OverlappingObjects,0617,SI,15.1-25.0,Pearson,0.762479
OverlappingObjects,0618,SI,15.1-25.0,Cosine,0.469649
OverlappingObjects,0618,SI,15.1-25.0,Pearson,0.699033
OverlappingObjects,0619,SI,15.1-25.0,Cosine,0.396235
OverlappingObjects,0619,SI,15.1-25.0,Pearson,0.726429
OverlappingObjects,0620,SI,15.1-25.0,Cosine,0.637031
OverlappingObjects,0620,SI,15.1-25.0,Pearson,0.626013
OverlappingObjects,0621,SI,15.1-25.0,Cosine,0.581650
OverlappingObjects,0621,SI,15.1-25.0,Pearson,0.643483
OverlappingObjects,0622,SI,15.1-25.0,Cosine,0.730492
OverlappingObjects,0622,SI,15.1-25.0,Pearson,0.585288
OverlappingObjects,0623,SI,15.1-25.0,Cosine,0.339583
OverlappingObjects,0623,SI,15.1-25.0,Pearson,0.755952
OverlappingObjects,0624,SI,15.1-25.0,Cosine,0.459340
OverlappingObjects,0624,SI,15.1-25.0,Pearson,0.699651
OverlappingObjects,0625,SI,15.1-25.0,Cosine,0.371397
OverlappingObjects,0625,SI,15.1-25.0,Pearson,0.753841
OverlappingObjects,0626,SI,15.1-25.0,Cosine,0.610232
OverlappingObjects,0626,SI,15.1-25.0,Pearson,0.632611
OverlappingObjects,0627,SI,15.1-25.0,Cosine,0.637717
OverlappingObjects,0627,SI,15.1-25.0,Pearson,0.620951
OverlappingObjects,0628,SI,15.1-25.0,Cosine,0.617055
OverlappingObjects,0628,SI,15.1-25.0,Pearson,0.634582
OverlappingObjects,0629,SI,15.1-25.0,Cosine,0.618224
OverlappingObjects,0629,SI,15.1-25.0,Pearson,0.625671
OverlappingObjects,0630,SI,15.1-25.0,Cosine,0.751155
OverlappingObjects,0630,SI,15.1-25.0,Pearson,0.579614
OverlappingObjects,0631,SI,15.1-25.0,Cosine,0.552955
OverlappingObjects,0631,SI,15.1-25.0,Pearson,0.654345
OverlappingObjects,0632,SI,15.1-25.0,Cosine,0.453463
OverlappingObjects,0632,SI,15.1-25.0,Pearson,0.701329
