dataset,object,descriptor,category,distanceFunction,time,similarity
GoogleDataset,0924,FPFH,0-100,Cosine,0.029000408,1.0
GoogleDataset,0924,FPFH,0-100,Euclidian,0.021497713,1.0
GoogleDataset,0924,QUICCI,0-100,Cosine,0.031211003,1.0
GoogleDataset,0924,QUICCI,0-100,Euclidian,0.021373664,1.0
GoogleDataset,0924,RICI,0-100,Cosine,0.590212627,1.0
GoogleDataset,0924,RICI,0-100,Euclidian,0.329617153,1.0
GoogleDataset,0924,SI,0-100,Cosine,0.510382641,0.9999999999999978
GoogleDataset,0924,SI,0-100,Euclidian,0.316912201,0.9996376889370623
GoogleDataset,0925,3DSC,0-100,Cosine,2.257113697,1.0
GoogleDataset,0925,3DSC,0-100,Euclidian,1.239339906,1.0
GoogleDataset,0925,FPFH,0-100,Cosine,0.061493574,1.0
GoogleDataset,0925,FPFH,0-100,Euclidian,0.045785763,1.0
GoogleDataset,0925,QUICCI,0-100,Cosine,0.067325822,1.0
GoogleDataset,0925,QUICCI,0-100,Euclidian,0.046353177,1.0
GoogleDataset,0925,RICI,0-100,Cosine,1.266651146,1.0
GoogleDataset,0925,RICI,0-100,Euclidian,0.704791735,1.0
GoogleDataset,0925,SI,0-100,Cosine,1.089763235,0.9999999999999999
GoogleDataset,0925,SI,0-100,Euclidian,0.678441962,0.9999040531462432
GoogleDataset,0926,3DSC,0-100,Cosine,1.313837896,0.48115889433254705
GoogleDataset,0926,3DSC,0-100,Euclidian,0.732224361,1.0
GoogleDataset,0926,FPFH,0-100,Cosine,0.036710581,1.0
GoogleDataset,0926,FPFH,0-100,Euclidian,0.027023269,1.0
GoogleDataset,0926,QUICCI,0-100,Cosine,0.039761444,1.0
GoogleDataset,0926,QUICCI,0-100,Euclidian,0.027634494,1.0
GoogleDataset,0926,RICI,0-100,Cosine,0.74039857,1.0
GoogleDataset,0926,RICI,0-100,Euclidian,0.417981525,1.0
GoogleDataset,0926,SI,0-100,Cosine,0.638988555,0.9999999999999998
GoogleDataset,0926,SI,0-100,Euclidian,0.39861599,0.9999021998654862
GoogleDataset,0927,3DSC,0-100,Cosine,1.793370022,0.9886214154169956
GoogleDataset,0927,3DSC,0-100,Euclidian,0.99234011,1.0
GoogleDataset,0927,FPFH,0-100,Cosine,0.050155147,1.0
GoogleDataset,0927,FPFH,0-100,Euclidian,0.03623782,1.0
GoogleDataset,0927,QUICCI,0-100,Cosine,0.053984237,1.0
GoogleDataset,0927,QUICCI,0-100,Euclidian,0.037740011,1.0
GoogleDataset,0927,RICI,0-100,Cosine,1.008030505,1.0
GoogleDataset,0927,RICI,0-100,Euclidian,0.56436526,1.0
GoogleDataset,0927,SI,0-100,Cosine,0.867139936,0.9999999999999993
GoogleDataset,0927,SI,0-100,Euclidian,0.543613517,0.9997929757216962
GoogleDataset,0928,3DSC,0-100,Cosine,1.449014542,0.5089199614271939
GoogleDataset,0928,3DSC,0-100,Euclidian,0.808918253,1.0
GoogleDataset,0928,FPFH,0-100,Cosine,0.040423656,1.0
GoogleDataset,0928,FPFH,0-100,Euclidian,0.030106875,1.0
GoogleDataset,0928,QUICCI,0-100,Cosine,0.044763581,1.0
GoogleDataset,0928,QUICCI,0-100,Euclidian,0.030815375,1.0
GoogleDataset,0928,RICI,0-100,Cosine,0.822565504,1.0
GoogleDataset,0928,RICI,0-100,Euclidian,0.462890762,1.0
GoogleDataset,0928,SI,0-100,Cosine,0.70795928,0.9999999999999998
GoogleDataset,0928,SI,0-100,Euclidian,0.438743015,0.9999107357820429
GoogleDataset,0929,3DSC,0-100,Cosine,0.541415689,0.9916082895504962
GoogleDataset,0929,3DSC,0-100,Euclidian,0.30203646,1.0
GoogleDataset,0929,FPFH,0-100,Cosine,0.014610056,1.0
GoogleDataset,0929,FPFH,0-100,Euclidian,0.011109892,1.0
GoogleDataset,0929,QUICCI,0-100,Cosine,0.016590754,1.0
GoogleDataset,0929,QUICCI,0-100,Euclidian,0.011317182,1.0
GoogleDataset,0929,RICI,0-100,Cosine,0.303155312,1.0
GoogleDataset,0929,RICI,0-100,Euclidian,0.170046565,1.0
GoogleDataset,0929,SI,0-100,Cosine,0.25948569,0.9973730297722939
GoogleDataset,0929,SI,0-100,Euclidian,0.160975985,0.9977585141150483
GoogleDataset,0930,3DSC,0-100,Cosine,0.434938039,0.0
GoogleDataset,0930,3DSC,0-100,Euclidian,0.242798234,1.0
GoogleDataset,0930,FPFH,0-100,Cosine,0.012501741,1.0
GoogleDataset,0930,FPFH,0-100,Euclidian,0.009140611,1.0
GoogleDataset,0930,QUICCI,0-100,Cosine,0.013483602,1.0
GoogleDataset,0930,QUICCI,0-100,Euclidian,0.009394171,1.0
GoogleDataset,0930,RICI,0-100,Cosine,0.243501551,1.0
GoogleDataset,0930,RICI,0-100,Euclidian,0.138937586,1.0
GoogleDataset,0930,SI,0-100,Cosine,0.211267726,0.9994629430718831
GoogleDataset,0930,SI,0-100,Euclidian,0.128430487,0.9974757701354976
GoogleDataset,0931,3DSC,0-100,Cosine,0.421793464,0.0
GoogleDataset,0931,3DSC,0-100,Euclidian,0.234691316,1.0
GoogleDataset,0931,FPFH,0-100,Cosine,0.011880556,1.0
GoogleDataset,0931,FPFH,0-100,Euclidian,0.008697415,1.0
GoogleDataset,0931,QUICCI,0-100,Cosine,0.013073209,1.0
GoogleDataset,0931,QUICCI,0-100,Euclidian,0.008918859,1.0
GoogleDataset,0931,RICI,0-100,Cosine,0.236083882,1.0
GoogleDataset,0931,RICI,0-100,Euclidian,0.133927645,1.0
GoogleDataset,0931,SI,0-100,Cosine,0.203939188,0.9983022071306518
GoogleDataset,0931,SI,0-100,Euclidian,0.127619817,0.9976501971159495
GoogleDataset,0932,3DSC,0-100,Cosine,5.790725962,0.6688903307784853
GoogleDataset,0932,3DSC,0-100,Euclidian,3.218875357,1.0
GoogleDataset,0932,FPFH,0-100,Cosine,0.161722305,1.0
GoogleDataset,0932,FPFH,0-100,Euclidian,0.118821652,1.0
GoogleDataset,0932,QUICCI,0-100,Cosine,0.175972085,1.0
GoogleDataset,0932,QUICCI,0-100,Euclidian,0.12246018,1.0
GoogleDataset,0932,RICI,0-100,Cosine,3.26558352,1.0
GoogleDataset,0932,RICI,0-100,Euclidian,1.825518466,1.0
GoogleDataset,0932,SI,0-100,Cosine,2.839481637,0.9999999999999998
GoogleDataset,0932,SI,0-100,Euclidian,1.771770074,0.9999666055836339
GoogleDataset,0933,3DSC,0-100,Cosine,3.178024022,0.6447697604716257
GoogleDataset,0933,3DSC,0-100,Euclidian,1.770484297,1.0
GoogleDataset,0933,FPFH,0-100,Cosine,0.089112911,1.0
GoogleDataset,0933,FPFH,0-100,Euclidian,0.065635395,1.0
GoogleDataset,0933,QUICCI,0-100,Cosine,0.09811351,1.0
GoogleDataset,0933,QUICCI,0-100,Euclidian,0.067239963,1.0
GoogleDataset,0933,RICI,0-100,Cosine,1.820050202,1.0
GoogleDataset,0933,RICI,0-100,Euclidian,1.02524628,1.0
GoogleDataset,0933,SI,0-100,Cosine,1.557599769,0.9999999999999998
GoogleDataset,0933,SI,0-100,Euclidian,0.971987108,0.9999572456538561
GoogleDataset,0934,3DSC,0-100,Cosine,3.813948725,0.5666542040545032
GoogleDataset,0934,3DSC,0-100,Euclidian,2.150275563,0.9999896144898638
GoogleDataset,0934,FPFH,0-100,Cosine,0.105996699,0.9999896144898638
GoogleDataset,0934,FPFH,0-100,Euclidian,0.077402027,0.9999896144898638
GoogleDataset,0934,QUICCI,0-100,Cosine,0.11558641,0.9999584579594549
GoogleDataset,0934,QUICCI,0-100,Euclidian,0.079984086,0.9999896144898638
GoogleDataset,0934,RICI,0-100,Cosine,2.148914942,0.9999584579594549
GoogleDataset,0934,RICI,0-100,Euclidian,1.209208234,0.9999896144898638
GoogleDataset,0934,SI,0-100,Cosine,1.865322162,0.9999584579594548
GoogleDataset,0934,SI,0-100,Euclidian,1.164802586,0.9999053060560407
GoogleDataset,0935,3DSC,0-100,Cosine,3.874276425,0.6107635303407641
GoogleDataset,0935,3DSC,0-100,Euclidian,2.153501521,1.0
GoogleDataset,0935,FPFH,0-100,Cosine,0.108798844,1.0
GoogleDataset,0935,FPFH,0-100,Euclidian,0.080156428,1.0
GoogleDataset,0935,QUICCI,0-100,Cosine,0.115751912,1.0
GoogleDataset,0935,QUICCI,0-100,Euclidian,0.08232972,1.0
GoogleDataset,0935,RICI,0-100,Cosine,2.188957388,1.0
GoogleDataset,0935,RICI,0-100,Euclidian,1.231212537,1.0
GoogleDataset,0935,SI,0-100,Cosine,1.8984594,0.9999999999999999
GoogleDataset,0935,SI,0-100,Euclidian,1.185328297,0.9999497210565732
GoogleDataset,0936,3DSC,0-100,Cosine,3.458274109,0.5892266407569343
GoogleDataset,0936,3DSC,0-100,Euclidian,1.909217687,1.0
GoogleDataset,0936,FPFH,0-100,Cosine,0.095932628,1.0
GoogleDataset,0936,FPFH,0-100,Euclidian,0.070681434,1.0
GoogleDataset,0936,QUICCI,0-100,Cosine,0.114656905,1.0
GoogleDataset,0936,QUICCI,0-100,Euclidian,0.074337027,1.0
GoogleDataset,0936,RICI,0-100,Cosine,1.932467219,1.0
GoogleDataset,0936,RICI,0-100,Euclidian,1.098944819,1.0
GoogleDataset,0936,SI,0-100,Cosine,1.679368836,0.9999999999999998
GoogleDataset,0936,SI,0-100,Euclidian,1.046557376,0.9999535197931326
GoogleDataset,0937,3DSC,0-100,Cosine,2.463308633,0.7152008477025334
GoogleDataset,0937,3DSC,0-100,Euclidian,1.372369065,1.0
GoogleDataset,0937,FPFH,0-100,Cosine,0.068241123,1.0
GoogleDataset,0937,FPFH,0-100,Euclidian,0.050838068,1.0
GoogleDataset,0937,QUICCI,0-100,Cosine,0.075376676,1.0
GoogleDataset,0937,QUICCI,0-100,Euclidian,0.052317542,1.0
GoogleDataset,0937,RICI,0-100,Cosine,1.395258733,1.0
GoogleDataset,0937,RICI,0-100,Euclidian,0.786014596,1.0
GoogleDataset,0937,SI,0-100,Cosine,1.209709811,0.9999999999999999
GoogleDataset,0937,SI,0-100,Euclidian,0.754570916,0.9999100963716088
GoogleDataset,0938,3DSC,0-100,Cosine,5.49819374,0.6062414117306719
GoogleDataset,0938,3DSC,0-100,Euclidian,3.0601907,1.0
GoogleDataset,0938,FPFH,0-100,Cosine,0.152429436,1.0
GoogleDataset,0938,FPFH,0-100,Euclidian,0.112179881,1.0
GoogleDataset,0938,QUICCI,0-100,Cosine,0.166779509,1.0
GoogleDataset,0938,QUICCI,0-100,Euclidian,0.116257833,1.0
GoogleDataset,0938,RICI,0-100,Cosine,3.104847145,1.0
GoogleDataset,0938,RICI,0-100,Euclidian,1.749045141,1.0
GoogleDataset,0938,SI,0-100,Cosine,2.697377712,0.9999999999999998
GoogleDataset,0938,SI,0-100,Euclidian,1.686692776,0.9999459529946592
GoogleDataset,0939,3DSC,0-100,Cosine,0.215933785,0.9880952380952381
GoogleDataset,0939,3DSC,0-100,Euclidian,0.119651976,1.0
GoogleDataset,0939,FPFH,0-100,Cosine,0.006122404,1.0
GoogleDataset,0939,FPFH,0-100,Euclidian,0.004423099,1.0
GoogleDataset,0939,QUICCI,0-100,Cosine,0.006575051,1.0
GoogleDataset,0939,QUICCI,0-100,Euclidian,0.004442154,1.0
GoogleDataset,0939,RICI,0-100,Cosine,0.122928806,1.0
GoogleDataset,0939,RICI,0-100,Euclidian,0.067168693,1.0
GoogleDataset,0939,SI,0-100,Cosine,0.104022941,0.9966517857142401
GoogleDataset,0939,SI,0-100,Euclidian,0.06424248,0.9987548234582017
GoogleDataset,0940,3DSC,0-100,Cosine,1.052079791,0.7258881330309902
GoogleDataset,0940,3DSC,0-100,Euclidian,0.586364758,1.0
GoogleDataset,0940,FPFH,0-100,Cosine,0.029619839,1.0
GoogleDataset,0940,FPFH,0-100,Euclidian,0.021578309,1.0
GoogleDataset,0940,QUICCI,0-100,Cosine,0.031752617,1.0
GoogleDataset,0940,QUICCI,0-100,Euclidian,0.022023564,1.0
GoogleDataset,0940,RICI,0-100,Cosine,0.591413834,1.0
GoogleDataset,0940,RICI,0-100,Euclidian,0.334602393,1.0
GoogleDataset,0940,SI,0-100,Cosine,0.512095159,0.9999999999999971
GoogleDataset,0940,SI,0-100,Euclidian,0.321677553,0.9992660708437455
GoogleDataset,0941,3DSC,0-100,Cosine,2.887471322,0.5952595998576785
GoogleDataset,0941,3DSC,0-100,Euclidian,1.605743369,1.0
GoogleDataset,0941,FPFH,0-100,Cosine,0.079188422,1.0
GoogleDataset,0941,FPFH,0-100,Euclidian,0.059241139,1.0
GoogleDataset,0941,QUICCI,0-100,Cosine,0.086393666,1.0
GoogleDataset,0941,QUICCI,0-100,Euclidian,0.060593148,1.0
GoogleDataset,0941,RICI,0-100,Cosine,1.642270624,1.0
GoogleDataset,0941,RICI,0-100,Euclidian,0.920801362,1.0
GoogleDataset,0941,SI,0-100,Cosine,1.424412139,0.9999999999999998
GoogleDataset,0941,SI,0-100,Euclidian,0.880329864,0.9999624610071789
GoogleDataset,0942,3DSC,0-100,Cosine,1.515756866,0.5153138954557395
GoogleDataset,0942,3DSC,0-100,Euclidian,0.836272596,1.0
GoogleDataset,0942,FPFH,0-100,Cosine,0.042124528,1.0
GoogleDataset,0942,FPFH,0-100,Euclidian,0.029978896,1.0
GoogleDataset,0942,QUICCI,0-100,Cosine,0.046237872,1.0
GoogleDataset,0942,QUICCI,0-100,Euclidian,0.031817551,1.0
GoogleDataset,0942,RICI,0-100,Cosine,0.857094075,1.0
GoogleDataset,0942,RICI,0-100,Euclidian,0.484137824,1.0
GoogleDataset,0942,SI,0-100,Cosine,0.742194145,0.9999999999999998
GoogleDataset,0942,SI,0-100,Euclidian,0.46399317,0.9998882929381897
GoogleDataset,0943,3DSC,0-100,Cosine,0.964474627,0.9999999999999859
GoogleDataset,0943,3DSC,0-100,Euclidian,0.538252765,0.9999990373387276
GoogleDataset,0943,FPFH,0-100,Cosine,0.026149052,1.0
GoogleDataset,0943,FPFH,0-100,Euclidian,0.019373325,1.0
GoogleDataset,0943,QUICCI,0-100,Cosine,0.028472016,0.9997474747474747
GoogleDataset,0943,QUICCI,0-100,Euclidian,0.01998625,1.0
GoogleDataset,0943,RICI,0-100,Cosine,0.539314165,0.9997474747474747
GoogleDataset,0943,RICI,0-100,Euclidian,0.302294798,1.0
GoogleDataset,0943,SI,0-100,Cosine,0.462927997,0.999368686868686
GoogleDataset,0943,SI,0-100,Euclidian,0.28904746,0.9994843861158985
GoogleDataset,0944,3DSC,0-100,Cosine,2.447431542,0.30668354594734965
GoogleDataset,0944,3DSC,0-100,Euclidian,1.384375147,1.0
GoogleDataset,0944,FPFH,0-100,Cosine,0.07024912,1.0
GoogleDataset,0944,FPFH,0-100,Euclidian,0.050325933,1.0
GoogleDataset,0944,QUICCI,0-100,Cosine,0.07420753,1.0
GoogleDataset,0944,QUICCI,0-100,Euclidian,0.051814731,1.0
GoogleDataset,0944,RICI,0-100,Cosine,1.375268789,1.0
GoogleDataset,0944,RICI,0-100,Euclidian,0.779692232,1.0
GoogleDataset,0944,SI,0-100,Cosine,1.192907174,0.9999999999999998
GoogleDataset,0944,SI,0-100,Euclidian,0.746426718,0.9999176896315183
GoogleDataset,0945,3DSC,0-100,Cosine,3.496683032,0.6346631145114648
GoogleDataset,0945,3DSC,0-100,Euclidian,1.94258274,1.0
GoogleDataset,0945,FPFH,0-100,Cosine,0.098956344,1.0
GoogleDataset,0945,FPFH,0-100,Euclidian,0.071299163,1.0
GoogleDataset,0945,QUICCI,0-100,Cosine,0.106865043,1.0
GoogleDataset,0945,QUICCI,0-100,Euclidian,0.07342642,1.0
GoogleDataset,0945,RICI,0-100,Cosine,1.970705762,1.0
GoogleDataset,0945,RICI,0-100,Euclidian,1.112649725,1.0
GoogleDataset,0945,SI,0-100,Cosine,1.703587542,0.9999999999999999
GoogleDataset,0945,SI,0-100,Euclidian,1.067945197,0.9999341624120843
GoogleDataset,0946,3DSC,0-100,Cosine,3.22738819,0.9641473576492946
GoogleDataset,0946,3DSC,0-100,Euclidian,1.785938371,1.0
GoogleDataset,0946,FPFH,0-100,Cosine,0.088530272,1.0
GoogleDataset,0946,FPFH,0-100,Euclidian,0.065202814,1.0
GoogleDataset,0946,QUICCI,0-100,Cosine,0.0969936,1.0
GoogleDataset,0946,QUICCI,0-100,Euclidian,0.067399424,1.0
GoogleDataset,0946,RICI,0-100,Cosine,1.822863317,1.0
GoogleDataset,0946,RICI,0-100,Euclidian,1.01615214,1.0
GoogleDataset,0946,SI,0-100,Cosine,1.581284337,0.9999999999999998
GoogleDataset,0946,SI,0-100,Euclidian,0.980651645,0.9999483452454865
GoogleDataset,0947,3DSC,0-100,Cosine,0.823364071,0.0
GoogleDataset,0947,3DSC,0-100,Euclidian,0.458235443,1.0
GoogleDataset,0947,FPFH,0-100,Cosine,0.02312921,1.0
GoogleDataset,0947,FPFH,0-100,Euclidian,0.017141689,1.0
GoogleDataset,0947,QUICCI,0-100,Cosine,0.025411233,1.0
GoogleDataset,0947,QUICCI,0-100,Euclidian,0.017223545,1.0
GoogleDataset,0947,RICI,0-100,Cosine,0.461390164,1.0
GoogleDataset,0947,RICI,0-100,Euclidian,0.261349907,1.0
GoogleDataset,0947,SI,0-100,Cosine,0.397679143,0.9991394148020333
GoogleDataset,0947,SI,0-100,Euclidian,0.24788652,0.9978733327263769
GoogleDataset,0948,3DSC,0-100,Cosine,0.693901008,0.0
GoogleDataset,0948,3DSC,0-100,Euclidian,0.386728383,1.0
GoogleDataset,0948,FPFH,0-100,Cosine,0.01958919,1.0
GoogleDataset,0948,FPFH,0-100,Euclidian,0.014243582,1.0
GoogleDataset,0948,QUICCI,0-100,Cosine,0.020910931,1.0
GoogleDataset,0948,QUICCI,0-100,Euclidian,0.014338767,1.0
GoogleDataset,0948,RICI,0-100,Cosine,0.388050514,1.0
GoogleDataset,0948,RICI,0-100,Euclidian,0.221418259,1.0
GoogleDataset,0948,SI,0-100,Cosine,0.33654265,0.9996618194114998
GoogleDataset,0948,SI,0-100,Euclidian,0.208125476,0.9971429937538929
GoogleDataset,0949,3DSC,0-100,Cosine,0.18589377,0.7927927927927928
GoogleDataset,0949,3DSC,0-100,Euclidian,0.103878051,1.0
GoogleDataset,0949,FPFH,0-100,Cosine,0.005338575,1.0
GoogleDataset,0949,FPFH,0-100,Euclidian,0.003855757,1.0
GoogleDataset,0949,QUICCI,0-100,Cosine,0.005680002,1.0
GoogleDataset,0949,QUICCI,0-100,Euclidian,0.003939317,1.0
GoogleDataset,0949,RICI,0-100,Cosine,0.104194807,1.0
GoogleDataset,0949,RICI,0-100,Euclidian,0.059311624,1.0
GoogleDataset,0949,SI,0-100,Cosine,0.090295557,0.9993564993564502
GoogleDataset,0949,SI,0-100,Euclidian,0.05591678,0.9989020630897223
GoogleDataset,0950,3DSC,0-100,Cosine,2.834257468,0.40811803977671185
GoogleDataset,0950,3DSC,0-100,Euclidian,1.576600799,1.0
GoogleDataset,0950,FPFH,0-100,Cosine,0.079415654,1.0
GoogleDataset,0950,FPFH,0-100,Euclidian,0.057704467,1.0
GoogleDataset,0950,QUICCI,0-100,Cosine,0.086267373,1.0
GoogleDataset,0950,QUICCI,0-100,Euclidian,0.059433691,1.0
GoogleDataset,0950,RICI,0-100,Cosine,1.590814763,1.0
GoogleDataset,0950,RICI,0-100,Euclidian,0.905050498,1.0
GoogleDataset,0950,SI,0-100,Cosine,1.384428188,0.9999999999999996
GoogleDataset,0950,SI,0-100,Euclidian,0.866567901,0.9998849205436838
GoogleDataset,0951,3DSC,0-100,Cosine,2.882274608,0.6353861590194164
GoogleDataset,0951,3DSC,0-100,Euclidian,1.601802316,1.0
GoogleDataset,0951,FPFH,0-100,Cosine,0.078665001,1.0
GoogleDataset,0951,FPFH,0-100,Euclidian,0.059261453,1.0
GoogleDataset,0951,QUICCI,0-100,Cosine,0.087262121,1.0
GoogleDataset,0951,QUICCI,0-100,Euclidian,0.061288757,1.0
GoogleDataset,0951,RICI,0-100,Cosine,1.627809634,1.0
GoogleDataset,0951,RICI,0-100,Euclidian,0.913501677,1.0
GoogleDataset,0951,SI,0-100,Cosine,1.410395056,0.9999999999999998
GoogleDataset,0951,SI,0-100,Euclidian,0.879567668,0.9999399365827739
GoogleDataset,0952,3DSC,0-100,Cosine,2.427273526,0.6062380998483234
GoogleDataset,0952,3DSC,0-100,Euclidian,1.348544626,1.0
GoogleDataset,0952,FPFH,0-100,Cosine,0.068197054,1.0
GoogleDataset,0952,FPFH,0-100,Euclidian,0.049625935,1.0
GoogleDataset,0952,QUICCI,0-100,Cosine,0.073211097,1.0
GoogleDataset,0952,QUICCI,0-100,Euclidian,0.051562835,1.0
GoogleDataset,0952,RICI,0-100,Cosine,1.375452081,1.0
GoogleDataset,0952,RICI,0-100,Euclidian,0.770083045,1.0
GoogleDataset,0952,SI,0-100,Cosine,1.187884142,0.9999999999999999
GoogleDataset,0952,SI,0-100,Euclidian,0.739014614,0.9999469006195062
GoogleDataset,0953,3DSC,0-100,Cosine,2.258804437,0.30719126373819305
GoogleDataset,0953,3DSC,0-100,Euclidian,1.242116989,1.0
GoogleDataset,0953,FPFH,0-100,Cosine,0.062533454,1.0
GoogleDataset,0953,FPFH,0-100,Euclidian,0.046150694,1.0
GoogleDataset,0953,QUICCI,0-100,Cosine,0.068057431,1.0
GoogleDataset,0953,QUICCI,0-100,Euclidian,0.0476658,1.0
GoogleDataset,0953,RICI,0-100,Cosine,1.272890218,1.0
GoogleDataset,0953,RICI,0-100,Euclidian,0.725674757,1.0
GoogleDataset,0953,SI,0-100,Cosine,1.106448754,0.9999999999999997
GoogleDataset,0953,SI,0-100,Euclidian,0.694543099,0.9998938526909691
GoogleDataset,0954,3DSC,0-100,Cosine,2.11414774,0.3500055450815127
GoogleDataset,0954,3DSC,0-100,Euclidian,1.178627369,1.0
GoogleDataset,0954,FPFH,0-100,Cosine,0.059020895,1.0
GoogleDataset,0954,FPFH,0-100,Euclidian,0.043844439,1.0
GoogleDataset,0954,QUICCI,0-100,Cosine,0.063336787,1.0
GoogleDataset,0954,QUICCI,0-100,Euclidian,0.044135694,1.0
GoogleDataset,0954,RICI,0-100,Cosine,1.188928792,1.0
GoogleDataset,0954,RICI,0-100,Euclidian,0.669374356,1.0
GoogleDataset,0954,SI,0-100,Cosine,1.028336745,0.9999999999999998
GoogleDataset,0954,SI,0-100,Euclidian,0.644409836,0.9998915807898824
GoogleDataset,0955,3DSC,0-100,Cosine,3.132904739,0.5583712696004046
GoogleDataset,0955,3DSC,0-100,Euclidian,1.745064347,1.0
GoogleDataset,0955,FPFH,0-100,Cosine,0.087506861,1.0
GoogleDataset,0955,FPFH,0-100,Euclidian,0.064397461,1.0
GoogleDataset,0955,QUICCI,0-100,Cosine,0.093524758,1.0
GoogleDataset,0955,QUICCI,0-100,Euclidian,0.066508293,1.0
GoogleDataset,0955,RICI,0-100,Cosine,1.771828567,1.0
GoogleDataset,0955,RICI,0-100,Euclidian,0.996007041,1.0
GoogleDataset,0955,SI,0-100,Cosine,1.533870774,0.9999999999999998
GoogleDataset,0955,SI,0-100,Euclidian,0.957499616,0.9999545439930105
GoogleDataset,0956,3DSC,0-100,Cosine,0.770597225,0.0
GoogleDataset,0956,3DSC,0-100,Euclidian,0.428105512,1.0
GoogleDataset,0956,FPFH,0-100,Cosine,0.021549459,1.0
GoogleDataset,0956,FPFH,0-100,Euclidian,0.015881454,1.0
GoogleDataset,0956,QUICCI,0-100,Cosine,0.023071511,1.0
GoogleDataset,0956,QUICCI,0-100,Euclidian,0.016371523,1.0
GoogleDataset,0956,RICI,0-100,Cosine,0.4300607,1.0
GoogleDataset,0956,RICI,0-100,Euclidian,0.245207275,1.0
GoogleDataset,0956,SI,0-100,Cosine,0.373174174,0.9999999999999897
GoogleDataset,0956,SI,0-100,Euclidian,0.232318864,0.9993448318797737
GoogleDataset,0957,3DSC,0-100,Cosine,1.796837272,0.0
GoogleDataset,0957,3DSC,0-100,Euclidian,1.000028261,1.0
GoogleDataset,0957,FPFH,0-100,Cosine,0.050127825,1.0
GoogleDataset,0957,FPFH,0-100,Euclidian,0.037436028,1.0
GoogleDataset,0957,QUICCI,0-100,Cosine,0.054370012,1.0
GoogleDataset,0957,QUICCI,0-100,Euclidian,0.037589741,1.0
GoogleDataset,0957,RICI,0-100,Cosine,0.997613094,1.0
GoogleDataset,0957,RICI,0-100,Euclidian,0.567002908,1.0
GoogleDataset,0957,SI,0-100,Cosine,0.914393464,0.999999999999996
GoogleDataset,0957,SI,0-100,Euclidian,0.545290037,0.9995214435960951
GoogleDataset,0958,3DSC,0-100,Cosine,1.343894682,0.0
GoogleDataset,0958,3DSC,0-100,Euclidian,0.742837698,1.0
GoogleDataset,0958,FPFH,0-100,Cosine,0.036871692,1.0
GoogleDataset,0958,FPFH,0-100,Euclidian,0.027669219,1.0
GoogleDataset,0958,QUICCI,0-100,Cosine,0.041030136,1.0
GoogleDataset,0958,QUICCI,0-100,Euclidian,0.027715519,1.0
GoogleDataset,0958,RICI,0-100,Cosine,0.75013791,1.0
GoogleDataset,0958,RICI,0-100,Euclidian,0.42480943,1.0
GoogleDataset,0958,SI,0-100,Cosine,0.649839506,0.9999999999999998
GoogleDataset,0958,SI,0-100,Euclidian,0.4072597,0.9998948998421123
GoogleDataset,0959,3DSC,0-100,Cosine,1.703678839,0.0
GoogleDataset,0959,3DSC,0-100,Euclidian,0.946287188,1.0
GoogleDataset,0959,FPFH,0-100,Cosine,0.047313696,1.0
GoogleDataset,0959,FPFH,0-100,Euclidian,0.034634431,1.0
GoogleDataset,0959,QUICCI,0-100,Cosine,0.051298001,1.0
GoogleDataset,0959,QUICCI,0-100,Euclidian,0.03575996,1.0
GoogleDataset,0959,RICI,0-100,Cosine,0.954675356,1.0
GoogleDataset,0959,RICI,0-100,Euclidian,0.541195525,1.0
GoogleDataset,0959,SI,0-100,Cosine,0.828131594,0.9999999999999988
GoogleDataset,0959,SI,0-100,Euclidian,0.513535497,0.9997709090970598
GoogleDataset,0960,3DSC,0-100,Cosine,0.741364282,0.6385548523206751
GoogleDataset,0960,3DSC,0-100,Euclidian,0.413121252,1.0
GoogleDataset,0960,FPFH,0-100,Cosine,0.02050468,1.0
GoogleDataset,0960,FPFH,0-100,Euclidian,0.015031791,1.0
GoogleDataset,0960,QUICCI,0-100,Cosine,0.022609224,1.0
GoogleDataset,0960,QUICCI,0-100,Euclidian,0.015728348,1.0
GoogleDataset,0960,RICI,0-100,Cosine,0.422715098,1.0
GoogleDataset,0960,RICI,0-100,Euclidian,0.23587623,1.0
GoogleDataset,0960,SI,0-100,Cosine,0.366110827,0.9999999999999971
GoogleDataset,0960,SI,0-100,Euclidian,0.225722322,0.999736284596848
GoogleDataset,0961,3DSC,0-100,Cosine,0.812852163,0.4623418652544866
GoogleDataset,0961,3DSC,0-100,Euclidian,0.451454025,1.0
GoogleDataset,0961,FPFH,0-100,Cosine,0.02267675,1.0
GoogleDataset,0961,FPFH,0-100,Euclidian,0.016684642,1.0
GoogleDataset,0961,QUICCI,0-100,Cosine,0.025147078,1.0
GoogleDataset,0961,QUICCI,0-100,Euclidian,0.01711529,1.0
GoogleDataset,0961,RICI,0-100,Cosine,0.46165601,1.0
GoogleDataset,0961,RICI,0-100,Euclidian,0.259798795,1.0
GoogleDataset,0961,SI,0-100,Cosine,0.397433341,0.9999999999999989
GoogleDataset,0961,SI,0-100,Euclidian,0.248118979,0.9998300265407057
GoogleDataset,0962,3DSC,0-100,Cosine,1.380367114,0.5520584555896736
GoogleDataset,0962,3DSC,0-100,Euclidian,0.765941306,1.0
GoogleDataset,0962,FPFH,0-100,Cosine,0.038471309,1.0
