dataset,object,descriptor,category,distanceFunction,similarity,time
OverlappingObjects,0366,SI,15.1-25.0,Cosine,0.619299,0.000505
OverlappingObjects,0366,SI,15.1-25.0,Pearson,0.616391,0.000218
OverlappingObjects,0367,SI,15.1-25.0,Cosine,0.598479,0.000313
OverlappingObjects,0367,SI,15.1-25.0,Pearson,0.595990,0.000188
OverlappingObjects,0368,SI,15.1-25.0,Cosine,0.604727,0.000982
OverlappingObjects,0368,SI,15.1-25.0,Pearson,0.601773,0.000323
OverlappingObjects,0369,SI,15.1-25.0,Cosine,0.676665,0.000664
OverlappingObjects,0369,SI,15.1-25.0,Pearson,0.675467,0.000268
OverlappingObjects,0370,SI,15.1-25.0,Cosine,0.722666,0.000496
OverlappingObjects,0370,SI,15.1-25.0,Pearson,0.721186,0.000246
OverlappingObjects,0371,SI,15.1-25.0,Cosine,0.706448,0.000491
OverlappingObjects,0371,SI,15.1-25.0,Pearson,0.705321,0.000243
OverlappingObjects,0372,SI,15.1-25.0,Cosine,0.509978,0.000401
OverlappingObjects,0372,SI,15.1-25.0,Pearson,0.504436,0.000194
OverlappingObjects,0373,SI,15.1-25.0,Cosine,0.637142,0.000590
OverlappingObjects,0373,SI,15.1-25.0,Pearson,0.633138,0.000212
OverlappingObjects,0374,SI,15.1-25.0,Cosine,0.345559,0.000517
OverlappingObjects,0374,SI,15.1-25.0,Pearson,0.340156,0.000226
OverlappingObjects,0375,SI,15.1-25.0,Cosine,0.668789,0.001911
OverlappingObjects,0375,SI,15.1-25.0,Pearson,0.665952,0.000595
OverlappingObjects,0376,SI,15.1-25.0,Cosine,0.573723,0.000394
OverlappingObjects,0376,SI,15.1-25.0,Pearson,0.571623,0.000202
OverlappingObjects,0377,SI,15.1-25.0,Cosine,0.583967,0.000630
OverlappingObjects,0377,SI,15.1-25.0,Pearson,0.582257,0.000254
OverlappingObjects,0378,SI,15.1-25.0,Cosine,0.708872,0.001855
OverlappingObjects,0378,SI,15.1-25.0,Pearson,0.705902,0.000547
OverlappingObjects,0379,SI,15.1-25.0,Cosine,0.779660,0.000963
OverlappingObjects,0379,SI,15.1-25.0,Pearson,0.778276,0.000333
OverlappingObjects,0380,SI,15.1-25.0,Cosine,0.392438,0.000550
OverlappingObjects,0380,SI,15.1-25.0,Pearson,0.387026,0.000216
OverlappingObjects,0381,SI,15.1-25.0,Cosine,0.514039,0.000372
OverlappingObjects,0381,SI,15.1-25.0,Pearson,0.511171,0.000206
OverlappingObjects,0382,SI,15.1-25.0,Cosine,0.521995,0.001696
OverlappingObjects,0382,SI,15.1-25.0,Pearson,0.516213,0.000448
OverlappingObjects,0383,SI,15.1-25.0,Cosine,0.701392,0.001911
OverlappingObjects,0383,SI,15.1-25.0,Pearson,0.698458,0.000531
OverlappingObjects,0384,SI,15.1-25.0,Cosine,0.431438,0.001121
OverlappingObjects,0384,SI,15.1-25.0,Pearson,0.424310,0.000327
OverlappingObjects,0385,SI,15.1-25.0,Cosine,0.719398,0.001140
OverlappingObjects,0385,SI,15.1-25.0,Pearson,0.717310,0.000419
OverlappingObjects,0386,SI,15.1-25.0,Cosine,0.673531,0.001454
OverlappingObjects,0386,SI,15.1-25.0,Pearson,0.670173,0.000425
OverlappingObjects,0387,SI,15.1-25.0,Cosine,0.719126,0.001785
OverlappingObjects,0387,SI,15.1-25.0,Pearson,0.716622,0.000524
OverlappingObjects,0388,SI,15.1-25.0,Cosine,0.685475,0.002033
OverlappingObjects,0388,SI,15.1-25.0,Pearson,0.682347,0.000542
OverlappingObjects,0389,SI,15.1-25.0,Cosine,0.136222,0.000568
OverlappingObjects,0389,SI,15.1-25.0,Pearson,0.116278,0.000193
OverlappingObjects,0390,SI,15.1-25.0,Cosine,0.639052,0.000596
OverlappingObjects,0390,SI,15.1-25.0,Pearson,0.636670,0.000248
OverlappingObjects,0391,SI,15.1-25.0,Cosine,0.536294,0.000723
OverlappingObjects,0391,SI,15.1-25.0,Pearson,0.533508,0.000278
OverlappingObjects,0392,SI,15.1-25.0,Cosine,0.712143,0.001086
OverlappingObjects,0392,SI,15.1-25.0,Pearson,0.710393,0.000374
OverlappingObjects,0393,SI,15.1-25.0,Cosine,0.389020,0.000528
OverlappingObjects,0393,SI,15.1-25.0,Pearson,0.385349,0.000224
OverlappingObjects,0394,SI,15.1-25.0,Cosine,0.669866,0.000417
OverlappingObjects,0394,SI,15.1-25.0,Pearson,0.668516,0.000210
OverlappingObjects,0395,SI,15.1-25.0,Cosine,0.602709,0.000542
OverlappingObjects,0395,SI,15.1-25.0,Pearson,0.601038,0.000249
OverlappingObjects,0396,SI,15.1-25.0,Cosine,0.529317,0.000444
OverlappingObjects,0396,SI,15.1-25.0,Pearson,0.526929,0.000218
OverlappingObjects,0397,SI,15.1-25.0,Cosine,0.655388,0.001155
OverlappingObjects,0397,SI,15.1-25.0,Pearson,0.652387,0.000359
OverlappingObjects,0398,SI,15.1-25.0,Cosine,0.646009,0.001328
OverlappingObjects,0398,SI,15.1-25.0,Pearson,0.641990,0.000401
OverlappingObjects,0399,SI,15.1-25.0,Cosine,0.526605,0.002411
OverlappingObjects,0399,SI,15.1-25.0,Pearson,0.519514,0.000523
OverlappingObjects,0400,SI,15.1-25.0,Cosine,0.619677,0.001947
OverlappingObjects,0400,SI,15.1-25.0,Pearson,0.614992,0.000539
OverlappingObjects,0401,SI,15.1-25.0,Cosine,0.599187,0.000930
OverlappingObjects,0401,SI,15.1-25.0,Pearson,0.596429,0.000321
OverlappingObjects,0402,SI,15.1-25.0,Cosine,0.542371,0.003942
OverlappingObjects,0402,SI,15.1-25.0,Pearson,0.534405,0.000738
OverlappingObjects,0403,SI,15.1-25.0,Cosine,0.390860,0.000940
OverlappingObjects,0403,SI,15.1-25.0,Pearson,0.384884,0.000291
OverlappingObjects,0404,SI,15.1-25.0,Cosine,0.635735,0.000755
OverlappingObjects,0404,SI,15.1-25.0,Pearson,0.634507,0.000297
OverlappingObjects,0405,SI,15.1-25.0,Cosine,0.346275,0.001422
OverlappingObjects,0405,SI,15.1-25.0,Pearson,0.337805,0.000422
OverlappingObjects,0406,SI,15.1-25.0,Cosine,0.677995,0.000555
OverlappingObjects,0406,SI,15.1-25.0,Pearson,0.676457,0.000244
OverlappingObjects,0407,SI,15.1-25.0,Cosine,0.593453,0.000432
OverlappingObjects,0407,SI,15.1-25.0,Pearson,0.591643,0.000211
OverlappingObjects,0408,SI,15.1-25.0,Cosine,0.327646,0.000339
OverlappingObjects,0408,SI,15.1-25.0,Pearson,0.323221,0.000179
OverlappingObjects,0409,SI,15.1-25.0,Cosine,0.562871,0.001171
OverlappingObjects,0409,SI,15.1-25.0,Pearson,0.560770,0.000392
OverlappingObjects,0410,SI,15.1-25.0,Cosine,0.355585,0.000737
OverlappingObjects,0410,SI,15.1-25.0,Pearson,0.351912,0.000256
OverlappingObjects,0411,SI,15.1-25.0,Cosine,0.347695,0.000812
OverlappingObjects,0411,SI,15.1-25.0,Pearson,0.343923,0.000282
OverlappingObjects,0412,SI,15.1-25.0,Cosine,0.723197,0.001331
OverlappingObjects,0412,SI,15.1-25.0,Pearson,0.720828,0.000424
OverlappingObjects,0413,SI,15.1-25.0,Cosine,0.673262,0.001931
OverlappingObjects,0413,SI,15.1-25.0,Pearson,0.669842,0.000555
OverlappingObjects,0414,SI,15.1-25.0,Cosine,0.725695,0.002440
OverlappingObjects,0414,SI,15.1-25.0,Pearson,0.723448,0.000676
OverlappingObjects,0415,SI,15.1-25.0,Cosine,0.694984,0.001559
OverlappingObjects,0415,SI,15.1-25.0,Pearson,0.691988,0.000465
OverlappingObjects,0416,SI,15.1-25.0,Cosine,0.724772,0.001912
OverlappingObjects,0416,SI,15.1-25.0,Pearson,0.722456,0.000563
OverlappingObjects,0417,SI,15.1-25.0,Cosine,0.691979,0.000936
OverlappingObjects,0417,SI,15.1-25.0,Pearson,0.689321,0.000310
OverlappingObjects,0418,SI,15.1-25.0,Cosine,0.585075,0.001013
OverlappingObjects,0418,SI,15.1-25.0,Pearson,0.581559,0.000326
OverlappingObjects,0419,SI,15.1-25.0,Cosine,0.708521,0.000313
OverlappingObjects,0419,SI,15.1-25.0,Pearson,0.707368,0.000184
OverlappingObjects,0420,SI,15.1-25.0,Cosine,0.623692,0.000991
OverlappingObjects,0420,SI,15.1-25.0,Pearson,0.622037,0.000347
OverlappingObjects,0421,SI,15.1-25.0,Cosine,0.422751,0.000444
OverlappingObjects,0421,SI,15.1-25.0,Pearson,0.420141,0.000188
OverlappingObjects,0422,SI,15.1-25.0,Cosine,0.689002,0.000333
OverlappingObjects,0422,SI,15.1-25.0,Pearson,0.687979,0.000216
OverlappingObjects,0423,SI,15.1-25.0,Cosine,0.401171,0.000575
OverlappingObjects,0423,SI,15.1-25.0,Pearson,0.397974,0.000227
OverlappingObjects,0424,SI,15.1-25.0,Cosine,0.629188,0.000443
OverlappingObjects,0424,SI,15.1-25.0,Pearson,0.627889,0.000224
OverlappingObjects,0425,SI,15.1-25.0,Cosine,0.623808,0.000449
OverlappingObjects,0425,SI,15.1-25.0,Pearson,0.622283,0.000198
OverlappingObjects,0426,SI,15.1-25.0,Cosine,0.639602,0.000447
OverlappingObjects,0426,SI,15.1-25.0,Pearson,0.638450,0.000213
OverlappingObjects,0427,SI,15.1-25.0,Cosine,0.623399,0.000390
OverlappingObjects,0427,SI,15.1-25.0,Pearson,0.621818,0.000198
OverlappingObjects,0428,SI,15.1-25.0,Cosine,0.642102,0.000301
OverlappingObjects,0428,SI,15.1-25.0,Pearson,0.640385,0.000202
OverlappingObjects,0429,SI,15.1-25.0,Cosine,0.459343,0.000604
OverlappingObjects,0429,SI,15.1-25.0,Pearson,0.455796,0.000249
OverlappingObjects,0430,SI,15.1-25.0,Cosine,0.585176,0.000278
OverlappingObjects,0430,SI,15.1-25.0,Pearson,0.583090,0.000201
OverlappingObjects,0431,SI,15.1-25.0,Cosine,0.570660,0.000199
OverlappingObjects,0431,SI,15.1-25.0,Pearson,0.568222,0.000058
OverlappingObjects,0432,SI,15.1-25.0,Cosine,0.590140,0.000292
OverlappingObjects,0432,SI,15.1-25.0,Pearson,0.588270,0.000182
OverlappingObjects,0433,SI,15.1-25.0,Cosine,0.741606,0.001057
OverlappingObjects,0433,SI,15.1-25.0,Pearson,0.740045,0.000383
OverlappingObjects,0434,SI,15.1-25.0,Cosine,0.499736,0.000452
OverlappingObjects,0434,SI,15.1-25.0,Pearson,0.497077,0.000233
OverlappingObjects,0435,SI,15.1-25.0,Cosine,0.586016,0.000433
OverlappingObjects,0435,SI,15.1-25.0,Pearson,0.583126,0.000204
OverlappingObjects,0436,SI,15.1-25.0,Cosine,0.734680,0.001562
OverlappingObjects,0436,SI,15.1-25.0,Pearson,0.732548,0.000506
OverlappingObjects,0437,SI,15.1-25.0,Cosine,0.691034,0.001223
OverlappingObjects,0437,SI,15.1-25.0,Pearson,0.688846,0.000404
OverlappingObjects,0438,SI,15.1-25.0,Cosine,0.637896,0.001601
OverlappingObjects,0438,SI,15.1-25.0,Pearson,0.634174,0.000454
OverlappingObjects,0439,SI,15.1-25.0,Cosine,0.667439,0.003816
OverlappingObjects,0439,SI,15.1-25.0,Pearson,0.663831,0.000943
OverlappingObjects,0440,SI,15.1-25.0,Cosine,0.704976,0.001755
OverlappingObjects,0440,SI,15.1-25.0,Pearson,0.701936,0.000482
OverlappingObjects,0441,SI,15.1-25.0,Cosine,0.444971,0.000588
OverlappingObjects,0441,SI,15.1-25.0,Pearson,0.442132,0.000241
OverlappingObjects,0442,SI,15.1-25.0,Cosine,0.490356,0.000408
OverlappingObjects,0442,SI,15.1-25.0,Pearson,0.487304,0.000322
OverlappingObjects,0443,SI,15.1-25.0,Cosine,0.601470,0.000658
OverlappingObjects,0443,SI,15.1-25.0,Pearson,0.599082,0.000282
OverlappingObjects,0444,SI,15.1-25.0,Cosine,0.708771,0.002322
OverlappingObjects,0444,SI,15.1-25.0,Pearson,0.705522,0.000622
OverlappingObjects,0445,SI,15.1-25.0,Cosine,0.729181,0.001308
OverlappingObjects,0445,SI,15.1-25.0,Pearson,0.727042,0.000411
OverlappingObjects,0446,SI,15.1-25.0,Cosine,0.606869,0.001175
OverlappingObjects,0446,SI,15.1-25.0,Pearson,0.603124,0.000377
OverlappingObjects,0447,SI,15.1-25.0,Cosine,0.685366,0.001011
OverlappingObjects,0447,SI,15.1-25.0,Pearson,0.682752,0.000363
OverlappingObjects,0448,SI,15.1-25.0,Cosine,0.709545,0.001856
OverlappingObjects,0448,SI,15.1-25.0,Pearson,0.707421,0.000598
OverlappingObjects,0449,SI,15.1-25.0,Cosine,0.688453,0.000786
OverlappingObjects,0449,SI,15.1-25.0,Pearson,0.685555,0.000278
OverlappingObjects,0450,SI,15.1-25.0,Cosine,0.608766,0.000364
OverlappingObjects,0450,SI,15.1-25.0,Pearson,0.606334,0.000180
OverlappingObjects,0451,SI,15.1-25.0,Cosine,0.475264,0.001652
OverlappingObjects,0451,SI,15.1-25.0,Pearson,0.467606,0.000463
OverlappingObjects,0452,SI,15.1-25.0,Cosine,0.629936,0.001768
OverlappingObjects,0452,SI,15.1-25.0,Pearson,0.625760,0.000503
OverlappingObjects,0453,SI,15.1-25.0,Cosine,0.729363,0.001281
OverlappingObjects,0453,SI,15.1-25.0,Pearson,0.727282,0.000433
OverlappingObjects,0454,SI,15.1-25.0,Cosine,0.646092,0.000910
OverlappingObjects,0454,SI,15.1-25.0,Pearson,0.644007,0.000318
OverlappingObjects,0455,SI,15.1-25.0,Cosine,0.414922,0.000925
OverlappingObjects,0455,SI,15.1-25.0,Pearson,0.410361,0.000294
OverlappingObjects,0456,SI,15.1-25.0,Cosine,0.535941,0.000368
OverlappingObjects,0456,SI,15.1-25.0,Pearson,0.533297,0.000179
OverlappingObjects,0457,SI,15.1-25.0,Cosine,0.498698,0.000188
OverlappingObjects,0457,SI,15.1-25.0,Pearson,0.493056,0.000057
OverlappingObjects,0458,SI,15.1-25.0,Cosine,0.610796,0.000897
OverlappingObjects,0458,SI,15.1-25.0,Pearson,0.608287,0.000328
OverlappingObjects,0459,SI,15.1-25.0,Cosine,0.685106,0.001044
OverlappingObjects,0459,SI,15.1-25.0,Pearson,0.682705,0.000343
OverlappingObjects,0460,SI,15.1-25.0,Cosine,0.636597,0.001377
OverlappingObjects,0460,SI,15.1-25.0,Pearson,0.633227,0.000419
OverlappingObjects,0461,SI,15.1-25.0,Cosine,0.677284,0.001180
OverlappingObjects,0461,SI,15.1-25.0,Pearson,0.674627,0.000418
OverlappingObjects,0462,SI,15.1-25.0,Cosine,0.669271,0.001164
OverlappingObjects,0462,SI,15.1-25.0,Pearson,0.666485,0.000369
OverlappingObjects,0463,SI,15.1-25.0,Cosine,0.757852,0.001144
OverlappingObjects,0463,SI,15.1-25.0,Pearson,0.755885,0.000387
OverlappingObjects,0464,SI,15.1-25.0,Cosine,0.728594,0.001634
OverlappingObjects,0464,SI,15.1-25.0,Pearson,0.726407,0.000511
OverlappingObjects,0465,SI,15.1-25.0,Cosine,0.715140,0.001065
OverlappingObjects,0465,SI,15.1-25.0,Pearson,0.713098,0.000345
OverlappingObjects,0466,SI,15.1-25.0,Cosine,0.734277,0.000821
OverlappingObjects,0466,SI,15.1-25.0,Pearson,0.732289,0.000296
OverlappingObjects,0467,SI,15.1-25.0,Cosine,0.672852,0.000943
OverlappingObjects,0467,SI,15.1-25.0,Pearson,0.670377,0.000328
OverlappingObjects,0468,SI,15.1-25.0,Cosine,0.675351,0.001701
OverlappingObjects,0468,SI,15.1-25.0,Pearson,0.672116,0.000476
OverlappingObjects,0469,SI,15.1-25.0,Cosine,0.685055,0.000917
OverlappingObjects,0469,SI,15.1-25.0,Pearson,0.682329,0.000317
OverlappingObjects,0470,SI,15.1-25.0,Cosine,0.683395,0.001057
OverlappingObjects,0470,SI,15.1-25.0,Pearson,0.680947,0.000368
OverlappingObjects,0471,SI,15.1-25.0,Cosine,0.674529,0.001432
OverlappingObjects,0471,SI,15.1-25.0,Pearson,0.671115,0.000407
OverlappingObjects,0472,SI,15.1-25.0,Cosine,0.702762,0.001423
OverlappingObjects,0472,SI,15.1-25.0,Pearson,0.699770,0.000402
OverlappingObjects,0473,SI,15.1-25.0,Cosine,0.424956,0.000538
OverlappingObjects,0473,SI,15.1-25.0,Pearson,0.421372,0.000217
OverlappingObjects,0474,SI,15.1-25.0,Cosine,0.587748,0.000641
OverlappingObjects,0474,SI,15.1-25.0,Pearson,0.585332,0.000255
OverlappingObjects,0475,SI,15.1-25.0,Cosine,0.526777,0.000460
OverlappingObjects,0475,SI,15.1-25.0,Pearson,0.524621,0.000233
OverlappingObjects,0476,SI,15.1-25.0,Cosine,0.510186,0.000809
OverlappingObjects,0476,SI,15.1-25.0,Pearson,0.507491,0.000289
OverlappingObjects,0477,SI,15.1-25.0,Cosine,0.487199,0.001828
OverlappingObjects,0477,SI,15.1-25.0,Pearson,0.479682,0.000416
OverlappingObjects,0478,SI,15.1-25.0,Cosine,0.401865,0.001179
OverlappingObjects,0478,SI,15.1-25.0,Pearson,0.389867,0.000292
OverlappingObjects,0479,SI,15.1-25.0,Cosine,0.535919,0.001041
OverlappingObjects,0479,SI,15.1-25.0,Pearson,0.532348,0.000328
OverlappingObjects,0480,SI,15.1-25.0,Cosine,0.662739,0.000932
OverlappingObjects,0480,SI,15.1-25.0,Pearson,0.659478,0.000292
OverlappingObjects,0481,SI,15.1-25.0,Cosine,0.509873,0.001249
OverlappingObjects,0481,SI,15.1-25.0,Pearson,0.505519,0.000361
OverlappingObjects,0482,SI,15.1-25.0,Cosine,0.644253,0.000613
OverlappingObjects,0482,SI,15.1-25.0,Pearson,0.641755,0.000267
OverlappingObjects,0483,SI,15.1-25.0,Cosine,0.578851,0.000473
OverlappingObjects,0483,SI,15.1-25.0,Pearson,0.577277,0.000230
OverlappingObjects,0484,SI,15.1-25.0,Cosine,0.552470,0.000457
OverlappingObjects,0484,SI,15.1-25.0,Pearson,0.547945,0.000223
OverlappingObjects,0485,SI,15.1-25.0,Cosine,0.610757,0.000312
OverlappingObjects,0485,SI,15.1-25.0,Pearson,0.608252,0.000185
OverlappingObjects,0486,SI,15.1-25.0,Cosine,0.620905,0.000489
OverlappingObjects,0486,SI,15.1-25.0,Pearson,0.618809,0.000218
OverlappingObjects,0487,SI,15.1-25.0,Cosine,0.486921,0.000339
OverlappingObjects,0487,SI,15.1-25.0,Pearson,0.482042,0.000180
OverlappingObjects,0488,SI,15.1-25.0,Cosine,0.548522,0.000589
OverlappingObjects,0488,SI,15.1-25.0,Pearson,0.545884,0.000246
OverlappingObjects,0489,SI,15.1-25.0,Cosine,0.621836,0.000602
OverlappingObjects,0489,SI,15.1-25.0,Pearson,0.619987,0.000258
OverlappingObjects,0490,SI,15.1-25.0,Cosine,0.570308,0.000974
OverlappingObjects,0490,SI,15.1-25.0,Pearson,0.566664,0.000328
OverlappingObjects,0491,SI,15.1-25.0,Cosine,0.577697,0.000862
OverlappingObjects,0491,SI,15.1-25.0,Pearson,0.574236,0.000288
OverlappingObjects,0492,SI,15.1-25.0,Cosine,0.378274,0.000534
OverlappingObjects,0492,SI,15.1-25.0,Pearson,0.369599,0.000203
OverlappingObjects,0493,SI,15.1-25.0,Cosine,0.500003,0.000494
OverlappingObjects,0493,SI,15.1-25.0,Pearson,0.496692,0.000243
OverlappingObjects,0494,SI,15.1-25.0,Cosine,0.521664,0.000528
OverlappingObjects,0494,SI,15.1-25.0,Pearson,0.518537,0.000228
OverlappingObjects,0495,SI,15.1-25.0,Cosine,0.627247,0.001086
OverlappingObjects,0495,SI,15.1-25.0,Pearson,0.624824,0.000391
OverlappingObjects,0496,SI,15.1-25.0,Cosine,0.528848,0.000536
OverlappingObjects,0496,SI,15.1-25.0,Pearson,0.525869,0.000258
OverlappingObjects,0497,SI,15.1-25.0,Cosine,0.469330,0.000578
OverlappingObjects,0497,SI,15.1-25.0,Pearson,0.465788,0.000227
OverlappingObjects,0498,SI,15.1-25.0,Cosine,0.646819,0.003244
OverlappingObjects,0498,SI,15.1-25.0,Pearson,0.642811,0.000769
OverlappingObjects,0499,SI,15.1-25.0,Cosine,0.313855,0.001720
OverlappingObjects,0499,SI,15.1-25.0,Pearson,0.306881,0.000471
OverlappingObjects,0500,SI,15.1-25.0,Cosine,0.723587,0.000794
OverlappingObjects,0500,SI,15.1-25.0,Pearson,0.722054,0.000305
OverlappingObjects,0501,SI,15.1-25.0,Cosine,0.602485,0.000724
OverlappingObjects,0501,SI,15.1-25.0,Pearson,0.600968,0.000291
OverlappingObjects,0502,SI,15.1-25.0,Cosine,0.475074,0.000590
OverlappingObjects,0502,SI,15.1-25.0,Pearson,0.469614,0.000221
OverlappingObjects,0503,SI,15.1-25.0,Cosine,0.568127,0.001064
OverlappingObjects,0503,SI,15.1-25.0,Pearson,0.564553,0.000325
OverlappingObjects,0504,SI,15.1-25.0,Cosine,0.340167,0.001123
OverlappingObjects,0504,SI,15.1-25.0,Pearson,0.332528,0.000323
OverlappingObjects,0505,SI,15.1-25.0,Cosine,0.463121,0.002595
OverlappingObjects,0505,SI,15.1-25.0,Pearson,0.459665,0.000661
OverlappingObjects,0506,SI,15.1-25.0,Cosine,0.641168,0.001848
OverlappingObjects,0506,SI,15.1-25.0,Pearson,0.637146,0.000459
OverlappingObjects,0507,SI,15.1-25.0,Cosine,0.670562,0.001079
OverlappingObjects,0507,SI,15.1-25.0,Pearson,0.667550,0.000335
OverlappingObjects,0508,SI,15.1-25.0,Cosine,0.642459,0.000310
OverlappingObjects,0508,SI,15.1-25.0,Pearson,0.640834,0.000182
OverlappingObjects,0509,SI,15.1-25.0,Cosine,0.658383,0.001065
OverlappingObjects,0509,SI,15.1-25.0,Pearson,0.655860,0.000344
OverlappingObjects,0510,SI,15.1-25.0,Cosine,0.500740,0.000595
OverlappingObjects,0510,SI,15.1-25.0,Pearson,0.495281,0.000224
OverlappingObjects,0511,SI,15.1-25.0,Cosine,0.654538,0.001960
OverlappingObjects,0511,SI,15.1-25.0,Pearson,0.649740,0.000531
OverlappingObjects,0512,SI,15.1-25.0,Cosine,0.387097,0.002168
OverlappingObjects,0512,SI,15.1-25.0,Pearson,0.379467,0.000499
OverlappingObjects,0513,SI,15.1-25.0,Cosine,0.442675,0.001133
OverlappingObjects,0513,SI,15.1-25.0,Pearson,0.436912,0.000333
OverlappingObjects,0514,SI,15.1-25.0,Cosine,0.571041,0.001182
OverlappingObjects,0514,SI,15.1-25.0,Pearson,0.566607,0.000349
OverlappingObjects,0515,SI,15.1-25.0,Cosine,0.590189,0.001246
OverlappingObjects,0515,SI,15.1-25.0,Pearson,0.585734,0.000372
OverlappingObjects,0516,SI,15.1-25.0,Cosine,0.475189,0.001159
OverlappingObjects,0516,SI,15.1-25.0,Pearson,0.466340,0.000304
OverlappingObjects,0517,SI,15.1-25.0,Cosine,0.774673,0.003172
OverlappingObjects,0517,SI,15.1-25.0,Pearson,0.772991,0.000932
OverlappingObjects,0518,SI,15.1-25.0,Cosine,0.513189,0.000885
OverlappingObjects,0518,SI,15.1-25.0,Pearson,0.509492,0.000318
OverlappingObjects,0519,SI,15.1-25.0,Cosine,0.494758,0.000354
OverlappingObjects,0519,SI,15.1-25.0,Pearson,0.492331,0.000231
OverlappingObjects,0520,SI,15.1-25.0,Cosine,0.548030,0.005189
OverlappingObjects,0520,SI,15.1-25.0,Pearson,0.540659,0.000998
OverlappingObjects,0521,SI,15.1-25.0,Cosine,0.493909,0.000516
OverlappingObjects,0521,SI,15.1-25.0,Pearson,0.489666,0.000220
OverlappingObjects,0522,SI,15.1-25.0,Cosine,0.564933,0.000659
OverlappingObjects,0522,SI,15.1-25.0,Pearson,0.562391,0.000257
OverlappingObjects,0523,SI,15.1-25.0,Cosine,0.462263,0.000504
OverlappingObjects,0523,SI,15.1-25.0,Pearson,0.459061,0.000211
OverlappingObjects,0524,SI,15.1-25.0,Cosine,0.705840,0.001393
OverlappingObjects,0524,SI,15.1-25.0,Pearson,0.703071,0.000411
OverlappingObjects,0525,SI,15.1-25.0,Cosine,0.622577,0.001546
OverlappingObjects,0525,SI,15.1-25.0,Pearson,0.619138,0.000438
OverlappingObjects,0526,SI,15.1-25.0,Cosine,0.733320,0.001727
OverlappingObjects,0526,SI,15.1-25.0,Pearson,0.730920,0.000503
OverlappingObjects,0527,SI,15.1-25.0,Cosine,0.362687,0.000472
OverlappingObjects,0527,SI,15.1-25.0,Pearson,0.355265,0.000203
OverlappingObjects,0528,SI,15.1-25.0,Cosine,0.573588,0.000554
OverlappingObjects,0528,SI,15.1-25.0,Pearson,0.570110,0.000222
OverlappingObjects,0529,SI,15.1-25.0,Cosine,0.804174,0.000959
OverlappingObjects,0529,SI,15.1-25.0,Pearson,0.803239,0.000362
OverlappingObjects,0530,SI,15.1-25.0,Cosine,0.205183,0.001452
OverlappingObjects,0530,SI,15.1-25.0,Pearson,0.197005,0.000402
OverlappingObjects,0531,SI,15.1-25.0,Cosine,0.498830,0.000556
OverlappingObjects,0531,SI,15.1-25.0,Pearson,0.496164,0.000249
OverlappingObjects,0532,SI,15.1-25.0,Cosine,0.612201,0.002379
OverlappingObjects,0532,SI,15.1-25.0,Pearson,0.607355,0.000539
OverlappingObjects,0533,SI,15.1-25.0,Cosine,0.554042,0.000542
OverlappingObjects,0533,SI,15.1-25.0,Pearson,0.550811,0.000258
OverlappingObjects,0534,SI,15.1-25.0,Cosine,0.373343,0.000548
OverlappingObjects,0534,SI,15.1-25.0,Pearson,0.369742,0.000244
OverlappingObjects,0535,SI,15.1-25.0,Cosine,0.494886,0.000503
OverlappingObjects,0535,SI,15.1-25.0,Pearson,0.492462,0.000224
OverlappingObjects,0536,SI,15.1-25.0,Cosine,0.518834,0.000459
OverlappingObjects,0536,SI,15.1-25.0,Pearson,0.516359,0.000214
OverlappingObjects,0537,SI,15.1-25.0,Cosine,0.667684,0.000629
OverlappingObjects,0537,SI,15.1-25.0,Pearson,0.665109,0.000267
OverlappingObjects,0538,SI,15.1-25.0,Cosine,0.448721,0.000779
OverlappingObjects,0538,SI,15.1-25.0,Pearson,0.446370,0.000292
OverlappingObjects,0539,SI,15.1-25.0,Cosine,0.484535,0.000358
OverlappingObjects,0539,SI,15.1-25.0,Pearson,0.480217,0.000182
OverlappingObjects,0540,SI,15.1-25.0,Cosine,0.451216,0.000528
OverlappingObjects,0540,SI,15.1-25.0,Pearson,0.447769,0.000221
OverlappingObjects,0541,SI,15.1-25.0,Cosine,0.508464,0.000575
OverlappingObjects,0541,SI,15.1-25.0,Pearson,0.504739,0.000244
OverlappingObjects,0542,SI,15.1-25.0,Cosine,0.672724,0.001895
OverlappingObjects,0542,SI,15.1-25.0,Pearson,0.669465,0.000512
OverlappingObjects,0543,SI,15.1-25.0,Cosine,0.551075,0.000488
OverlappingObjects,0543,SI,15.1-25.0,Pearson,0.548769,0.000222
OverlappingObjects,0544,SI,15.1-25.0,Cosine,0.529939,0.000424
OverlappingObjects,0544,SI,15.1-25.0,Pearson,0.527363,0.000207
OverlappingObjects,0545,SI,15.1-25.0,Cosine,0.342504,0.000493
OverlappingObjects,0545,SI,15.1-25.0,Pearson,0.337658,0.000203
OverlappingObjects,0546,SI,15.1-25.0,Cosine,0.500796,0.000433
OverlappingObjects,0546,SI,15.1-25.0,Pearson,0.498026,0.000208
OverlappingObjects,0547,SI,15.1-25.0,Cosine,0.601396,0.000434
OverlappingObjects,0547,SI,15.1-25.0,Pearson,0.599833,0.000233
OverlappingObjects,0548,SI,15.1-25.0,Cosine,0.422263,0.000419
OverlappingObjects,0548,SI,15.1-25.0,Pearson,0.418891,0.000200
OverlappingObjects,0549,SI,15.1-25.0,Cosine,0.672241,0.001065
