dataset,object,descriptor,category,distanceFunction,similarity,time
OverlappingObjects,0549,SI,15.1-25.0,Pearson,0.669314,0.000369
OverlappingObjects,0550,SI,15.1-25.0,Cosine,0.615882,0.000264
OverlappingObjects,0550,SI,15.1-25.0,Pearson,0.613057,0.000172
OverlappingObjects,0551,SI,15.1-25.0,Cosine,0.717331,0.001192
OverlappingObjects,0551,SI,15.1-25.0,Pearson,0.715353,0.000372
OverlappingObjects,0552,SI,15.1-25.0,Cosine,0.542158,0.004358
OverlappingObjects,0552,SI,15.1-25.0,Pearson,0.536296,0.000928
OverlappingObjects,0553,SI,15.1-25.0,Cosine,0.741466,0.002292
OverlappingObjects,0553,SI,15.1-25.0,Pearson,0.739106,0.000641
OverlappingObjects,0554,SI,15.1-25.0,Cosine,0.736565,0.001362
OverlappingObjects,0554,SI,15.1-25.0,Pearson,0.733854,0.000404
OverlappingObjects,0555,SI,15.1-25.0,Cosine,0.694045,0.000247
OverlappingObjects,0555,SI,15.1-25.0,Pearson,0.692247,0.000164
OverlappingObjects,0556,SI,15.1-25.0,Cosine,0.587330,0.000858
OverlappingObjects,0556,SI,15.1-25.0,Pearson,0.582076,0.000281
OverlappingObjects,0557,SI,15.1-25.0,Cosine,0.491286,0.000255
OverlappingObjects,0557,SI,15.1-25.0,Pearson,0.486688,0.000163
OverlappingObjects,0558,SI,15.1-25.0,Cosine,0.386859,0.000443
OverlappingObjects,0558,SI,15.1-25.0,Pearson,0.381721,0.000197
OverlappingObjects,0559,SI,15.1-25.0,Cosine,0.435091,0.000512
OverlappingObjects,0559,SI,15.1-25.0,Pearson,0.429085,0.000206
OverlappingObjects,0560,SI,15.1-25.0,Cosine,0.495517,0.000491
OverlappingObjects,0560,SI,15.1-25.0,Pearson,0.490488,0.000236
OverlappingObjects,0561,SI,15.1-25.0,Cosine,0.567118,0.002241
OverlappingObjects,0561,SI,15.1-25.0,Pearson,0.559512,0.000533
OverlappingObjects,0562,SI,15.1-25.0,Cosine,0.585272,0.000704
OverlappingObjects,0562,SI,15.1-25.0,Pearson,0.583519,0.000271
OverlappingObjects,0563,SI,15.1-25.0,Cosine,0.711699,0.002327
OverlappingObjects,0563,SI,15.1-25.0,Pearson,0.708337,0.000630
OverlappingObjects,0564,SI,15.1-25.0,Cosine,0.583041,0.000712
OverlappingObjects,0564,SI,15.1-25.0,Pearson,0.581199,0.000260
OverlappingObjects,0565,SI,15.1-25.0,Cosine,0.486336,0.000316
OverlappingObjects,0565,SI,15.1-25.0,Pearson,0.481480,0.000178
OverlappingObjects,0566,SI,15.1-25.0,Cosine,0.528292,0.000366
OverlappingObjects,0566,SI,15.1-25.0,Pearson,0.523347,0.000173
OverlappingObjects,0567,SI,15.1-25.0,Cosine,0.579104,0.000468
OverlappingObjects,0567,SI,15.1-25.0,Pearson,0.576270,0.000218
OverlappingObjects,0568,SI,15.1-25.0,Cosine,0.519323,0.000491
OverlappingObjects,0568,SI,15.1-25.0,Pearson,0.516407,0.000213
OverlappingObjects,0569,SI,15.1-25.0,Cosine,0.533607,0.000561
OverlappingObjects,0569,SI,15.1-25.0,Pearson,0.531649,0.000257
OverlappingObjects,0570,SI,15.1-25.0,Cosine,0.341788,0.000880
OverlappingObjects,0570,SI,15.1-25.0,Pearson,0.331073,0.000252
OverlappingObjects,0571,SI,15.1-25.0,Cosine,0.678062,0.001535
OverlappingObjects,0571,SI,15.1-25.0,Pearson,0.675127,0.000490
OverlappingObjects,0572,SI,15.1-25.0,Cosine,0.690977,0.001753
OverlappingObjects,0572,SI,15.1-25.0,Pearson,0.687880,0.000546
OverlappingObjects,0573,SI,15.1-25.0,Cosine,0.599894,0.001785
OverlappingObjects,0573,SI,15.1-25.0,Pearson,0.595259,0.000463
OverlappingObjects,0574,SI,15.1-25.0,Cosine,0.735790,0.001181
OverlappingObjects,0574,SI,15.1-25.0,Pearson,0.733407,0.000383
OverlappingObjects,0575,SI,15.1-25.0,Cosine,0.701427,0.001235
OverlappingObjects,0575,SI,15.1-25.0,Pearson,0.698810,0.000371
OverlappingObjects,0576,SI,15.1-25.0,Cosine,0.663634,0.001315
OverlappingObjects,0576,SI,15.1-25.0,Pearson,0.660357,0.000389
OverlappingObjects,0577,SI,15.1-25.0,Cosine,0.661453,0.000871
OverlappingObjects,0577,SI,15.1-25.0,Pearson,0.658741,0.000340
OverlappingObjects,0578,SI,15.1-25.0,Cosine,0.703264,0.002714
OverlappingObjects,0578,SI,15.1-25.0,Pearson,0.700458,0.000725
OverlappingObjects,0579,SI,15.1-25.0,Cosine,0.728220,0.001506
OverlappingObjects,0579,SI,15.1-25.0,Pearson,0.725595,0.000431
OverlappingObjects,0580,SI,15.1-25.0,Cosine,0.698438,0.001305
OverlappingObjects,0580,SI,15.1-25.0,Pearson,0.696232,0.000454
OverlappingObjects,0581,SI,15.1-25.0,Cosine,0.764923,0.000723
OverlappingObjects,0581,SI,15.1-25.0,Pearson,0.763484,0.000288
OverlappingObjects,0582,SI,15.1-25.0,Cosine,0.452691,0.000464
OverlappingObjects,0582,SI,15.1-25.0,Pearson,0.446345,0.000186
OverlappingObjects,0583,SI,15.1-25.0,Cosine,0.553702,0.000427
OverlappingObjects,0583,SI,15.1-25.0,Pearson,0.551331,0.000201
OverlappingObjects,0584,SI,15.1-25.0,Cosine,0.532403,0.000494
OverlappingObjects,0584,SI,15.1-25.0,Pearson,0.530129,0.000212
OverlappingObjects,0585,SI,15.1-25.0,Cosine,0.525312,0.000516
OverlappingObjects,0585,SI,15.1-25.0,Pearson,0.523012,0.000214
OverlappingObjects,0586,SI,15.1-25.0,Cosine,0.220630,0.000493
OverlappingObjects,0586,SI,15.1-25.0,Pearson,0.214299,0.000210
OverlappingObjects,0587,SI,15.1-25.0,Cosine,0.261798,0.000520
OverlappingObjects,0587,SI,15.1-25.0,Pearson,0.257111,0.000228
OverlappingObjects,0588,SI,15.1-25.0,Cosine,0.518864,0.002191
OverlappingObjects,0588,SI,15.1-25.0,Pearson,0.512512,0.000489
OverlappingObjects,0589,SI,15.1-25.0,Cosine,0.526314,0.002072
OverlappingObjects,0589,SI,15.1-25.0,Pearson,0.518906,0.000442
OverlappingObjects,0590,SI,15.1-25.0,Cosine,0.741827,0.001937
OverlappingObjects,0590,SI,15.1-25.0,Pearson,0.739535,0.000537
OverlappingObjects,0591,SI,15.1-25.0,Cosine,0.561182,0.000893
OverlappingObjects,0591,SI,15.1-25.0,Pearson,0.556241,0.000348
OverlappingObjects,0592,SI,15.1-25.0,Cosine,0.546082,0.000301
OverlappingObjects,0592,SI,15.1-25.0,Pearson,0.543826,0.000177
OverlappingObjects,0593,SI,15.1-25.0,Cosine,0.652185,0.001585
OverlappingObjects,0593,SI,15.1-25.0,Pearson,0.648553,0.000430
OverlappingObjects,0594,SI,15.1-25.0,Cosine,0.732705,0.000576
OverlappingObjects,0594,SI,15.1-25.0,Pearson,0.731505,0.000282
OverlappingObjects,0595,SI,15.1-25.0,Cosine,0.681791,0.000588
OverlappingObjects,0595,SI,15.1-25.0,Pearson,0.679896,0.000260
OverlappingObjects,0596,SI,15.1-25.0,Cosine,0.704199,0.001966
OverlappingObjects,0596,SI,15.1-25.0,Pearson,0.701075,0.000512
OverlappingObjects,0597,SI,15.1-25.0,Cosine,0.733821,0.002065
OverlappingObjects,0597,SI,15.1-25.0,Pearson,0.731478,0.000604
OverlappingObjects,0598,SI,15.1-25.0,Cosine,0.694980,0.001727
OverlappingObjects,0598,SI,15.1-25.0,Pearson,0.691680,0.000499
OverlappingObjects,0599,SI,15.1-25.0,Cosine,0.496658,0.001800
OverlappingObjects,0599,SI,15.1-25.0,Pearson,0.490995,0.000508
OverlappingObjects,0600,SI,15.1-25.0,Cosine,0.743187,0.001321
OverlappingObjects,0600,SI,15.1-25.0,Pearson,0.741180,0.000419
OverlappingObjects,0601,SI,15.1-25.0,Cosine,0.549707,0.000338
OverlappingObjects,0601,SI,15.1-25.0,Pearson,0.545700,0.000186
OverlappingObjects,0602,SI,15.1-25.0,Cosine,0.310311,0.001139
OverlappingObjects,0602,SI,15.1-25.0,Pearson,0.299560,0.000291
OverlappingObjects,0603,SI,15.1-25.0,Cosine,0.573614,0.001078
OverlappingObjects,0603,SI,15.1-25.0,Pearson,0.571686,0.000372
OverlappingObjects,0604,SI,15.1-25.0,Cosine,0.583567,0.000316
OverlappingObjects,0604,SI,15.1-25.0,Pearson,0.582072,0.000196
OverlappingObjects,0605,SI,15.1-25.0,Cosine,0.467540,0.000381
OverlappingObjects,0605,SI,15.1-25.0,Pearson,0.465609,0.000213
OverlappingObjects,0606,SI,15.1-25.0,Cosine,0.611182,0.000365
OverlappingObjects,0606,SI,15.1-25.0,Pearson,0.609603,0.000225
OverlappingObjects,0607,SI,15.1-25.0,Cosine,0.488732,0.000853
OverlappingObjects,0607,SI,15.1-25.0,Pearson,0.486083,0.000300
OverlappingObjects,0608,SI,15.1-25.0,Cosine,0.665181,0.000269
OverlappingObjects,0608,SI,15.1-25.0,Pearson,0.663510,0.000168
OverlappingObjects,0609,SI,15.1-25.0,Cosine,0.698765,0.000297
OverlappingObjects,0609,SI,15.1-25.0,Pearson,0.697615,0.000199
OverlappingObjects,0610,SI,15.1-25.0,Cosine,0.553846,0.000313
OverlappingObjects,0610,SI,15.1-25.0,Pearson,0.550765,0.000177
OverlappingObjects,0611,SI,15.1-25.0,Cosine,0.721320,0.000315
OverlappingObjects,0611,SI,15.1-25.0,Pearson,0.719807,0.000171
OverlappingObjects,0612,SI,15.1-25.0,Cosine,0.656732,0.000345
OverlappingObjects,0612,SI,15.1-25.0,Pearson,0.655328,0.000195
OverlappingObjects,0613,SI,15.1-25.0,Cosine,0.632424,0.000387
OverlappingObjects,0613,SI,15.1-25.0,Pearson,0.629430,0.000198
OverlappingObjects,0614,SI,15.1-25.0,Cosine,0.734887,0.000471
OverlappingObjects,0614,SI,15.1-25.0,Pearson,0.733985,0.000244
OverlappingObjects,0615,SI,15.1-25.0,Cosine,0.639983,0.000362
OverlappingObjects,0615,SI,15.1-25.0,Pearson,0.637594,0.000220
OverlappingObjects,0616,SI,15.1-25.0,Cosine,0.374637,0.000542
OverlappingObjects,0616,SI,15.1-25.0,Pearson,0.370553,0.000231
OverlappingObjects,0617,SI,15.1-25.0,Cosine,0.332598,0.000530
OverlappingObjects,0617,SI,15.1-25.0,Pearson,0.327917,0.000235
OverlappingObjects,0618,SI,15.1-25.0,Cosine,0.469138,0.000404
OverlappingObjects,0618,SI,15.1-25.0,Pearson,0.465829,0.000197
OverlappingObjects,0619,SI,15.1-25.0,Cosine,0.395761,0.000443
OverlappingObjects,0619,SI,15.1-25.0,Pearson,0.392243,0.000235
OverlappingObjects,0620,SI,15.1-25.0,Cosine,0.636554,0.000358
OverlappingObjects,0620,SI,15.1-25.0,Pearson,0.634868,0.000199
OverlappingObjects,0621,SI,15.1-25.0,Cosine,0.581433,0.000638
OverlappingObjects,0621,SI,15.1-25.0,Pearson,0.578970,0.000282
OverlappingObjects,0622,SI,15.1-25.0,Cosine,0.730438,0.001734
OverlappingObjects,0622,SI,15.1-25.0,Pearson,0.728022,0.000544
OverlappingObjects,0623,SI,15.1-25.0,Cosine,0.339368,0.000829
OverlappingObjects,0623,SI,15.1-25.0,Pearson,0.333288,0.000260
OverlappingObjects,0624,SI,15.1-25.0,Cosine,0.458502,0.000350
OverlappingObjects,0624,SI,15.1-25.0,Pearson,0.452032,0.000181
OverlappingObjects,0625,SI,15.1-25.0,Cosine,0.370824,0.000390
OverlappingObjects,0625,SI,15.1-25.0,Pearson,0.367168,0.000192
OverlappingObjects,0626,SI,15.1-25.0,Cosine,0.609730,0.000355
OverlappingObjects,0626,SI,15.1-25.0,Pearson,0.607989,0.000190
OverlappingObjects,0627,SI,15.1-25.0,Cosine,0.637635,0.001193
OverlappingObjects,0627,SI,15.1-25.0,Pearson,0.635417,0.000379
OverlappingObjects,0628,SI,15.1-25.0,Cosine,0.616977,0.001252
OverlappingObjects,0628,SI,15.1-25.0,Pearson,0.614060,0.000447
OverlappingObjects,0629,SI,15.1-25.0,Cosine,0.618119,0.001032
OverlappingObjects,0629,SI,15.1-25.0,Pearson,0.615475,0.000337
OverlappingObjects,0630,SI,15.1-25.0,Cosine,0.751054,0.000895
OverlappingObjects,0630,SI,15.1-25.0,Pearson,0.749942,0.000358
OverlappingObjects,0631,SI,15.1-25.0,Cosine,0.552900,0.001673
OverlappingObjects,0631,SI,15.1-25.0,Pearson,0.549884,0.000518
OverlappingObjects,0632,SI,15.1-25.0,Cosine,0.452925,0.000454
OverlappingObjects,0632,SI,15.1-25.0,Pearson,0.446765,0.000192
OverlappingObjects,0633,SI,15.1-25.0,Cosine,0.642322,0.000650
OverlappingObjects,0633,SI,15.1-25.0,Pearson,0.640916,0.000261
OverlappingObjects,0634,SI,15.1-25.0,Cosine,0.665311,0.001592
OverlappingObjects,0634,SI,15.1-25.0,Pearson,0.662461,0.000499
OverlappingObjects,0635,SI,15.1-25.0,Cosine,0.704426,0.001975
OverlappingObjects,0635,SI,15.1-25.0,Pearson,0.701599,0.000609
OverlappingObjects,0636,SI,15.1-25.0,Cosine,0.691847,0.001592
OverlappingObjects,0636,SI,15.1-25.0,Pearson,0.688827,0.000457
OverlappingObjects,0637,SI,15.1-25.0,Cosine,0.668906,0.000673
OverlappingObjects,0637,SI,15.1-25.0,Pearson,0.665350,0.000279
OverlappingObjects,0638,SI,15.1-25.0,Cosine,0.638113,0.001542
OverlappingObjects,0638,SI,15.1-25.0,Pearson,0.634821,0.000427
OverlappingObjects,0639,SI,15.1-25.0,Cosine,0.656845,0.000941
OverlappingObjects,0639,SI,15.1-25.0,Pearson,0.654371,0.000331
OverlappingObjects,0640,SI,15.1-25.0,Cosine,0.604987,0.001101
OverlappingObjects,0640,SI,15.1-25.0,Pearson,0.603273,0.000371
OverlappingObjects,0641,SI,15.1-25.0,Cosine,0.552804,0.001609
OverlappingObjects,0641,SI,15.1-25.0,Pearson,0.546438,0.000404
OverlappingObjects,0642,SI,15.1-25.0,Cosine,0.673997,0.000416
OverlappingObjects,0642,SI,15.1-25.0,Pearson,0.672272,0.000213
OverlappingObjects,0643,SI,15.1-25.0,Cosine,0.338308,0.000358
OverlappingObjects,0643,SI,15.1-25.0,Pearson,0.332694,0.000207
OverlappingObjects,0644,SI,15.1-25.0,Cosine,0.552635,0.000931
OverlappingObjects,0644,SI,15.1-25.0,Pearson,0.547499,0.000293
OverlappingObjects,0645,SI,15.1-25.0,Cosine,0.636708,0.000332
OverlappingObjects,0645,SI,15.1-25.0,Pearson,0.634531,0.000169
OverlappingObjects,0646,SI,15.1-25.0,Cosine,0.624709,0.000407
OverlappingObjects,0646,SI,15.1-25.0,Pearson,0.622655,0.000207
OverlappingObjects,0647,SI,15.1-25.0,Cosine,0.544389,0.000933
OverlappingObjects,0647,SI,15.1-25.0,Pearson,0.541795,0.000324
OverlappingObjects,0648,SI,15.1-25.0,Cosine,0.749359,0.001162
OverlappingObjects,0648,SI,15.1-25.0,Pearson,0.747399,0.000375
OverlappingObjects,0649,SI,15.1-25.0,Cosine,0.721559,0.001200
OverlappingObjects,0649,SI,15.1-25.0,Pearson,0.719481,0.000428
OverlappingObjects,0650,SI,15.1-25.0,Cosine,0.690719,0.001150
OverlappingObjects,0650,SI,15.1-25.0,Pearson,0.688222,0.000410
OverlappingObjects,0651,SI,15.1-25.0,Cosine,0.697572,0.001272
OverlappingObjects,0651,SI,15.1-25.0,Pearson,0.695203,0.000587
OverlappingObjects,0652,SI,15.1-25.0,Cosine,0.695332,0.001530
OverlappingObjects,0652,SI,15.1-25.0,Pearson,0.692607,0.000476
OverlappingObjects,0653,SI,15.1-25.0,Cosine,0.712209,0.001237
OverlappingObjects,0653,SI,15.1-25.0,Pearson,0.709959,0.000405
OverlappingObjects,0654,SI,15.1-25.0,Cosine,0.658791,0.001141
OverlappingObjects,0654,SI,15.1-25.0,Pearson,0.656075,0.000401
OverlappingObjects,0655,SI,15.1-25.0,Cosine,0.564850,0.000747
OverlappingObjects,0655,SI,15.1-25.0,Pearson,0.562971,0.000304
OverlappingObjects,0656,SI,15.1-25.0,Cosine,0.661944,0.000989
OverlappingObjects,0656,SI,15.1-25.0,Pearson,0.659330,0.000363
OverlappingObjects,0657,SI,15.1-25.0,Cosine,0.706498,0.001030
OverlappingObjects,0657,SI,15.1-25.0,Pearson,0.704105,0.000338
OverlappingObjects,0658,SI,15.1-25.0,Cosine,0.663059,0.000875
OverlappingObjects,0658,SI,15.1-25.0,Pearson,0.660001,0.000315
OverlappingObjects,0659,SI,15.1-25.0,Cosine,0.685816,0.001212
OverlappingObjects,0659,SI,15.1-25.0,Pearson,0.683491,0.000404
OverlappingObjects,0660,SI,15.1-25.0,Cosine,0.640605,0.000398
OverlappingObjects,0660,SI,15.1-25.0,Pearson,0.639350,0.000212
OverlappingObjects,0661,SI,15.1-25.0,Cosine,0.722605,0.001863
OverlappingObjects,0661,SI,15.1-25.0,Pearson,0.719953,0.000566
OverlappingObjects,0662,SI,15.1-25.0,Cosine,0.529083,0.000973
OverlappingObjects,0662,SI,15.1-25.0,Pearson,0.526812,0.000363
OverlappingObjects,0663,SI,15.1-25.0,Cosine,0.669756,0.001080
OverlappingObjects,0663,SI,15.1-25.0,Pearson,0.666425,0.000336
OverlappingObjects,0664,SI,15.1-25.0,Cosine,0.677659,0.001017
OverlappingObjects,0664,SI,15.1-25.0,Pearson,0.674315,0.000321
OverlappingObjects,0665,SI,15.1-25.0,Cosine,0.329081,0.000912
OverlappingObjects,0665,SI,15.1-25.0,Pearson,0.325194,0.000292
OverlappingObjects,0666,SI,15.1-25.0,Cosine,0.668375,0.000964
OverlappingObjects,0666,SI,15.1-25.0,Pearson,0.666691,0.000345
OverlappingObjects,0667,SI,15.1-25.0,Cosine,0.599244,0.001714
OverlappingObjects,0667,SI,15.1-25.0,Pearson,0.595772,0.000467
OverlappingObjects,0668,SI,15.1-25.0,Cosine,0.701593,0.001562
OverlappingObjects,0668,SI,15.1-25.0,Pearson,0.700167,0.000525
OverlappingObjects,0669,SI,15.1-25.0,Cosine,0.482866,0.000693
OverlappingObjects,0669,SI,15.1-25.0,Pearson,0.478612,0.000255
OverlappingObjects,0670,SI,15.1-25.0,Cosine,0.471805,0.000544
OverlappingObjects,0670,SI,15.1-25.0,Pearson,0.468319,0.000220
OverlappingObjects,0671,SI,15.1-25.0,Cosine,0.612913,0.000748
OverlappingObjects,0671,SI,15.1-25.0,Pearson,0.611077,0.000285
OverlappingObjects,0672,SI,15.1-25.0,Cosine,0.523747,0.000668
OverlappingObjects,0672,SI,15.1-25.0,Pearson,0.520749,0.000254
OverlappingObjects,0673,SI,15.1-25.0,Cosine,0.556005,0.000631
OverlappingObjects,0673,SI,15.1-25.0,Pearson,0.551967,0.000238
OverlappingObjects,0674,SI,15.1-25.0,Cosine,0.592518,0.000505
OverlappingObjects,0674,SI,15.1-25.0,Pearson,0.590245,0.000242
OverlappingObjects,0675,SI,15.1-25.0,Cosine,0.534987,0.006059
OverlappingObjects,0675,SI,15.1-25.0,Pearson,0.527967,0.001233
OverlappingObjects,0676,SI,15.1-25.0,Cosine,0.575442,0.001694
OverlappingObjects,0676,SI,15.1-25.0,Pearson,0.569555,0.000453
OverlappingObjects,0677,SI,15.1-25.0,Cosine,0.625842,0.001084
OverlappingObjects,0677,SI,15.1-25.0,Pearson,0.623029,0.000343
OverlappingObjects,0678,SI,15.1-25.0,Cosine,0.557148,0.001539
OverlappingObjects,0678,SI,15.1-25.0,Pearson,0.554407,0.000496
OverlappingObjects,0679,SI,15.1-25.0,Cosine,0.592049,0.001552
OverlappingObjects,0679,SI,15.1-25.0,Pearson,0.588664,0.000497
OverlappingObjects,0680,SI,15.1-25.0,Cosine,0.562983,0.000724
OverlappingObjects,0680,SI,15.1-25.0,Pearson,0.559476,0.000290
OverlappingObjects,0681,SI,15.1-25.0,Cosine,0.485936,0.000558
OverlappingObjects,0681,SI,15.1-25.0,Pearson,0.482350,0.000250
OverlappingObjects,0682,SI,15.1-25.0,Cosine,0.540071,0.000903
OverlappingObjects,0682,SI,15.1-25.0,Pearson,0.537069,0.000303
OverlappingObjects,0683,SI,15.1-25.0,Cosine,0.543713,0.000445
OverlappingObjects,0683,SI,15.1-25.0,Pearson,0.539057,0.000326
OverlappingObjects,0684,SI,15.1-25.0,Cosine,0.555344,0.000454
OverlappingObjects,0684,SI,15.1-25.0,Pearson,0.552898,0.000239
OverlappingObjects,0685,SI,15.1-25.0,Cosine,0.614598,0.000460
OverlappingObjects,0685,SI,15.1-25.0,Pearson,0.612772,0.000215
OverlappingObjects,0686,SI,15.1-25.0,Cosine,0.582190,0.000485
OverlappingObjects,0686,SI,15.1-25.0,Pearson,0.580134,0.000240
OverlappingObjects,0687,SI,15.1-25.0,Cosine,0.576166,0.000701
OverlappingObjects,0687,SI,15.1-25.0,Pearson,0.572840,0.000253
OverlappingObjects,0688,SI,15.1-25.0,Cosine,0.525457,0.000336
OverlappingObjects,0688,SI,15.1-25.0,Pearson,0.522164,0.000184
OverlappingObjects,0689,SI,15.1-25.0,Cosine,0.603574,0.001328
OverlappingObjects,0689,SI,15.1-25.0,Pearson,0.599353,0.000423
OverlappingObjects,0690,SI,15.1-25.0,Cosine,0.677624,0.000531
OverlappingObjects,0690,SI,15.1-25.0,Pearson,0.675057,0.000247
OverlappingObjects,0691,SI,15.1-25.0,Cosine,0.707270,0.001161
OverlappingObjects,0691,SI,15.1-25.0,Pearson,0.704930,0.000417
OverlappingObjects,0692,SI,15.1-25.0,Cosine,0.754107,0.002651
OverlappingObjects,0692,SI,15.1-25.0,Pearson,0.752562,0.000819
OverlappingObjects,0693,SI,15.1-25.0,Cosine,0.620452,0.000654
OverlappingObjects,0693,SI,15.1-25.0,Pearson,0.617405,0.000251
OverlappingObjects,0694,SI,15.1-25.0,Cosine,0.575877,0.000890
OverlappingObjects,0694,SI,15.1-25.0,Pearson,0.573150,0.000321
OverlappingObjects,0695,SI,15.1-25.0,Cosine,0.520112,0.000647
OverlappingObjects,0695,SI,15.1-25.0,Pearson,0.514158,0.000242
OverlappingObjects,0696,SI,15.1-25.0,Cosine,0.754186,0.001995
OverlappingObjects,0696,SI,15.1-25.0,Pearson,0.751912,0.000565
OverlappingObjects,0697,SI,15.1-25.0,Cosine,0.665020,0.001738
OverlappingObjects,0697,SI,15.1-25.0,Pearson,0.663083,0.000552
OverlappingObjects,0698,SI,15.1-25.0,Cosine,0.557350,0.000737
OverlappingObjects,0698,SI,15.1-25.0,Pearson,0.553610,0.000276
OverlappingObjects,0699,SI,15.1-25.0,Cosine,0.261952,0.000707
OverlappingObjects,0699,SI,15.1-25.0,Pearson,0.254162,0.000235
OverlappingObjects,0700,SI,15.1-25.0,Cosine,0.720414,0.000533
OverlappingObjects,0700,SI,15.1-25.0,Pearson,0.718402,0.000249
OverlappingObjects,0701,SI,15.1-25.0,Cosine,0.663660,0.000908
OverlappingObjects,0701,SI,15.1-25.0,Pearson,0.661314,0.000336
OverlappingObjects,0702,SI,15.1-25.0,Cosine,0.684615,0.000907
OverlappingObjects,0702,SI,15.1-25.0,Pearson,0.683162,0.000333
OverlappingObjects,0703,SI,15.1-25.0,Cosine,0.515454,0.000406
OverlappingObjects,0703,SI,15.1-25.0,Pearson,0.513057,0.000206
OverlappingObjects,0704,SI,15.1-25.0,Cosine,0.665715,0.002119
OverlappingObjects,0704,SI,15.1-25.0,Pearson,0.662236,0.000579
OverlappingObjects,0705,SI,15.1-25.0,Cosine,0.730985,0.001750
OverlappingObjects,0705,SI,15.1-25.0,Pearson,0.728692,0.000519
OverlappingObjects,0706,SI,15.1-25.0,Cosine,0.721565,0.001321
OverlappingObjects,0706,SI,15.1-25.0,Pearson,0.719439,0.000445
OverlappingObjects,0707,SI,15.1-25.0,Cosine,0.569566,0.000712
OverlappingObjects,0707,SI,15.1-25.0,Pearson,0.567774,0.000280
OverlappingObjects,0708,SI,15.1-25.0,Cosine,0.678972,0.002095
OverlappingObjects,0708,SI,15.1-25.0,Pearson,0.676901,0.000582
OverlappingObjects,0709,SI,15.1-25.0,Cosine,0.181616,0.001242
OverlappingObjects,0709,SI,15.1-25.0,Pearson,0.167082,0.000319
OverlappingObjects,0710,SI,15.1-25.0,Cosine,0.404397,0.000299
OverlappingObjects,0710,SI,15.1-25.0,Pearson,0.398889,0.000171
OverlappingObjects,0711,SI,15.1-25.0,Cosine,0.522433,0.000495
OverlappingObjects,0711,SI,15.1-25.0,Pearson,0.519013,0.000233
OverlappingObjects,0712,SI,15.1-25.0,Cosine,0.643431,0.002158
OverlappingObjects,0712,SI,15.1-25.0,Pearson,0.639496,0.000548
OverlappingObjects,0713,SI,15.1-25.0,Cosine,0.641110,0.000656
OverlappingObjects,0713,SI,15.1-25.0,Pearson,0.639750,0.000298
OverlappingObjects,0714,SI,15.1-25.0,Cosine,0.264641,0.000781
OverlappingObjects,0714,SI,15.1-25.0,Pearson,0.259778,0.000262
OverlappingObjects,0715,SI,15.1-25.0,Cosine,0.784186,0.000833
OverlappingObjects,0715,SI,15.1-25.0,Pearson,0.783139,0.000350
OverlappingObjects,0716,SI,15.1-25.0,Cosine,0.613199,0.000695
OverlappingObjects,0716,SI,15.1-25.0,Pearson,0.611410,0.000275
OverlappingObjects,0717,SI,15.1-25.0,Cosine,0.404823,0.001490
OverlappingObjects,0717,SI,15.1-25.0,Pearson,0.395770,0.000337
OverlappingObjects,0718,SI,15.1-25.0,Cosine,0.478213,0.000547
OverlappingObjects,0718,SI,15.1-25.0,Pearson,0.475391,0.000240
OverlappingObjects,0719,SI,15.1-25.0,Cosine,0.428513,0.000456
OverlappingObjects,0719,SI,15.1-25.0,Pearson,0.425601,0.000214
OverlappingObjects,0720,SI,15.1-25.0,Cosine,0.675292,0.001079
OverlappingObjects,0720,SI,15.1-25.0,Pearson,0.672537,0.000342
OverlappingObjects,0721,SI,15.1-25.0,Cosine,0.606423,0.000624
OverlappingObjects,0721,SI,15.1-25.0,Pearson,0.605013,0.000260
OverlappingObjects,0722,SI,15.1-25.0,Cosine,0.154069,0.000394
OverlappingObjects,0722,SI,15.1-25.0,Pearson,0.142342,0.000188
OverlappingObjects,0723,SI,15.1-25.0,Cosine,0.632149,0.002027
OverlappingObjects,0723,SI,15.1-25.0,Pearson,0.628804,0.000585
OverlappingObjects,0724,SI,15.1-25.0,Cosine,0.714660,0.002254
OverlappingObjects,0724,SI,15.1-25.0,Pearson,0.711545,0.000597
OverlappingObjects,0725,SI,15.1-25.0,Cosine,0.355348,0.000480
OverlappingObjects,0725,SI,15.1-25.0,Pearson,0.348897,0.000202
OverlappingObjects,0726,SI,15.1-25.0,Cosine,0.372996,0.000520
OverlappingObjects,0726,SI,15.1-25.0,Pearson,0.367516,0.000232
OverlappingObjects,0727,SI,15.1-25.0,Cosine,0.677467,0.001787
OverlappingObjects,0727,SI,15.1-25.0,Pearson,0.674074,0.000511
OverlappingObjects,0728,SI,15.1-25.0,Cosine,0.559249,0.000877
OverlappingObjects,0728,SI,15.1-25.0,Pearson,0.556086,0.000295
OverlappingObjects,0729,SI,15.1-25.0,Cosine,0.720045,0.001293
OverlappingObjects,0729,SI,15.1-25.0,Pearson,0.717641,0.000421
OverlappingObjects,0730,SI,15.1-25.0,Cosine,0.373262,0.001519
OverlappingObjects,0730,SI,15.1-25.0,Pearson,0.363642,0.000365
OverlappingObjects,0731,SI,15.1-25.0,Cosine,0.570426,0.000800
OverlappingObjects,0731,SI,15.1-25.0,Pearson,0.567962,0.000313
OverlappingObjects,0732,SI,15.1-25.0,Cosine,0.532452,0.000515
OverlappingObjects,0732,SI,15.1-25.0,Pearson,0.529705,0.000250
