dataset,object,descriptor,category,time
TwistedObjectsDataset,0055,SI,10,0.096257495
TwistedObjectsDataset,0056,3DSC,10,2.067798142
TwistedObjectsDataset,0056,FPFH,10,3.140116376
TwistedObjectsDataset,0056,QUICCI,10,0.019274659
TwistedObjectsDataset,0056,RICI,10,0.019103939
TwistedObjectsDataset,0056,SI,10,0.073830489
TwistedObjectsDataset,0057,3DSC,10,1.262233396
TwistedObjectsDataset,0057,FPFH,10,1.028175163
TwistedObjectsDataset,0057,QUICCI,10,0.001156269
TwistedObjectsDataset,0057,RICI,10,0.001161929
TwistedObjectsDataset,0057,SI,10,0.032164715
TwistedObjectsDataset,0058,3DSC,10,2.066602913
TwistedObjectsDataset,0058,FPFH,10,1.134898635
TwistedObjectsDataset,0058,QUICCI,10,0.020348258
TwistedObjectsDataset,0058,RICI,10,0.00913792
TwistedObjectsDataset,0058,SI,10,0.159121355
TwistedObjectsDataset,0059,3DSC,10,2.135028929
TwistedObjectsDataset,0059,FPFH,10,3.932973956
TwistedObjectsDataset,0059,QUICCI,10,0.014148974
TwistedObjectsDataset,0059,RICI,10,0.019890728
TwistedObjectsDataset,0059,SI,10,0.097421813
TwistedObjectsDataset,0060,3DSC,10,0.415951814
TwistedObjectsDataset,0060,FPFH,10,3.119641318
TwistedObjectsDataset,0060,QUICCI,10,0.010474799
TwistedObjectsDataset,0060,RICI,10,0.010279608
TwistedObjectsDataset,0060,SI,10,0.082646129
TwistedObjectsDataset,0061,3DSC,10,1.407712046
TwistedObjectsDataset,0061,FPFH,10,3.048476827
TwistedObjectsDataset,0061,QUICCI,10,0.008536981
TwistedObjectsDataset,0061,RICI,10,0.008339751
TwistedObjectsDataset,0061,SI,10,0.092483158
TwistedObjectsDataset,0062,3DSC,10,0.432728775
TwistedObjectsDataset,0062,FPFH,10,1.935727177
TwistedObjectsDataset,0062,QUICCI,10,0.001082299
TwistedObjectsDataset,0062,RICI,10,0.000992448
TwistedObjectsDataset,0062,SI,10,0.028187679
TwistedObjectsDataset,0063,3DSC,10,2.058674812
TwistedObjectsDataset,0063,FPFH,10,1.181481225
TwistedObjectsDataset,0063,QUICCI,10,0.010802098
TwistedObjectsDataset,0063,RICI,10,0.010565779
TwistedObjectsDataset,0063,SI,10,0.12772834
TwistedObjectsDataset,0064,3DSC,10,1.838767663
TwistedObjectsDataset,0064,FPFH,10,1.665004184
TwistedObjectsDataset,0064,QUICCI,10,0.019072289
TwistedObjectsDataset,0064,RICI,10,0.01888534
TwistedObjectsDataset,0064,SI,10,0.104006515
TwistedObjectsDataset,0065,3DSC,10,0.990740133
TwistedObjectsDataset,0065,FPFH,10,5.804513314
TwistedObjectsDataset,0065,QUICCI,10,0.033726153
TwistedObjectsDataset,0065,RICI,10,0.033177773
TwistedObjectsDataset,0065,SI,10,0.156045239
TwistedObjectsDataset,0066,3DSC,10,1.555175284
TwistedObjectsDataset,0066,FPFH,10,3.834567074
TwistedObjectsDataset,0066,QUICCI,10,0.132308505
TwistedObjectsDataset,0066,RICI,10,0.138617138
TwistedObjectsDataset,0066,SI,10,0.539006869
TwistedObjectsDataset,0067,3DSC,10,2.824558932
TwistedObjectsDataset,0067,FPFH,10,2.702318096
TwistedObjectsDataset,0067,QUICCI,10,0.035137692
TwistedObjectsDataset,0067,RICI,10,0.039106717
TwistedObjectsDataset,0067,SI,10,0.26438562
TwistedObjectsDataset,0068,3DSC,10,2.532090923
TwistedObjectsDataset,0068,FPFH,10,4.548092312
TwistedObjectsDataset,0068,QUICCI,10,0.031645955
TwistedObjectsDataset,0068,RICI,10,0.034910221
TwistedObjectsDataset,0068,SI,10,0.280143133
TwistedObjectsDataset,0069,3DSC,10,0.676473268
TwistedObjectsDataset,0069,FPFH,10,2.90883128
